code,description
I-525,USE OF 0.5MG/0.1MG FOR PREVENTION OF POST-MENOPAUSAL OSTEOPOROSIS
I-208,TREATMENT OF OBSESSIVE COMPULSIVE DISORDER IN THE PEDIATRIC POPULATION
I-581,TREATMENT TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS
ODE-305,TREATMENT OF INVASIVE ASPERGILLOSIS
I-858,FOR THE TOPICAL TREATMENT OF SCABIES INFESTATIONS IN ADULT AND PEDIATRIC PATIENTS 4 YEARS OF AGE AND OLDER
I-193,TREATMENT OF PANIC DISORDER IN A RECOMMENDED DOSE RANGE OF 50 TO 200MG/DAY
I-546,TREATMENT OF UNRESECTABLE HEPATOCELLULAR CARCINOMA
I-337,PATHOLOGICAL HYPERSECRETION ASSOCIATED WITH ZOLLINGER-ELLISON SNYDROME
I-815,TREATMENT OF COMMUNITY ACQUIRED BACTERIAL PNEUMONIA (CABP) CAUSED BY DESIGNATED SUSCEPTIBLE BACTERIA IN ADULTS
I-833,"MAINTENANCE TREATMENT OF ADULT PATIENTS WITH ADVANCED EPITHELIAL OVARIAN, FALLOPIAN TUBE, OR PRIMARY PERITONEAL CANCER WHO ARE IN A COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM-BASED CHEMOTHERAPY"
GAIN,GENERATING ANTIBIOTIC INCENTIVES NOW
ODE-322,TREATMENT OF NARCOLEPSY
I-918,TREATMENT OF CHOLESTATIC PRURITUS IN PATIENTS 12 MONTHS OF AGE AND OLDER WITH ALAGILLE SYNDROME (ALGS)
M-269,REVISIONS TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY 309/KEYNOTE-775 TO SUPPORT PMR 3696-1 AND 3700-1
ODE-57,TRAMETINIB IN COMBO WITH DABRAFENIB FOR TX. OF PTS WITH UNRESECTABLE OR METASTATIC MELANOMA WITH BRAF V600E OR V600K MUTATIONS AS DETECTED BY AN FDA-APPROVED TEST. THIS INDICATION IS BASED ON THE DEMONSTRATION OF DURABLE RESPONSE RATE
I-15,PHOTOPHERESIS IN THE PALLIATIVE TREATMENT OF SKIN MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PERSONS NOT RESPONSIVE TO OTHER TREATMENT
I-406,"PREVENTION OF CYTOMEGALOVIRUS DISEASE IN KIDNEY, HEART, AND KIDNEY-PANCREAS TRANSPLANT PATIENTS AT HIGH RISK (DONOR CMV SEROPOSITIVE/RECIPIENT CMV SERONEGATIVE)"
I-813,TX OF ADULT PTS W/ ADV OVARIAN FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER TREATED W/ >=3 PRIOR CHEMO REGIMENS & ASSOCIATED W/ HRD DEFICIENCY POSITIVE STATUS DEFINED BY A DELETERIOUS OR SUSPECTED DELETERIOUS BRCA MUTATION
ODE-69,TREATMENT OF MALIGNANT HYPERTHERMIA IN CONJUNCTION WITH APPROPRIATE SUPPORTIVE MEASURES AND FOR THE PREVENTION OF MALIGNANT HYPERTHERMIA IN PATIENTS AT HIGH RISK
M-81,"ADDITIONAL INFO FOR PEDIATRIC USE FOR CASODEX (STUDIED IN COMBINATION WITH ARIMIDEX) IN THE PEDIATRIC POPULATION, SPECIFICALLY BOYS WITH FAMILIAL MALE-LIMITED PRECOCIOUS PUBERTY (TESTOTOXICOSIS)"
I-742,TREATMENT OF NODAL MARGINAL ZONE LYMPHOMA
D-66,DOSING RECOMMENDATIONS FOR PATIENTS UNDERGOING PCI
D-157,UPDATED INFORMATION ADDED TO THE DOSAGE AND ADMINISTRATION SECTION OF THE LABELING PROVIDING DOSAGE RECOMMENDATIONS FOR INTERRUPTIONS AND DISCONTINUATION OF THERAPY
I-618,ADJUNCTIVE THERAPY IN THE TREATMENT OF MAJOR DEPRESSIVE DISORDER (MDD)
I-867,"INDICATED TO REDUCE THE RISK OF MAJOR THROMBOTIC VASCULAR EVENTS (MYOCARDIAL INFARCTION, ISCHEMIC STROKE, ACUTE LIMB ISCHEMIA, AND MAJOR AMPUTATION OF VASCULAR ETIOLOGY) IN PATIENTS WITH PAD, INCLUDING PATIENTS WHO HAVE RECENTLY UNDERGONE A LOWER EXTREMITY REVASCULARIZATION PROCEDURE DUE TO SYMPTOMATIC PAD"
I-524,GENERALIZED ANXIETY DISORDER (GAD)
I-410,USE OF ADVAIR DISKUS 250/50 FOR CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD) ASSOCIATED WITH CHRONIC BRONCHITIS
I-673,TREATMENT OF HOSPITAL-ACQUIRED BACTERIAL PNEUMONIA/VENTILATOR-ASSOCIATED BACTERIAL PNEUMONIA (HABP/VABP) CAUSED BY SUSCEPTIBLE ISOLATES OF S. AUREUS (INCLUDING METHICILLIN-SUSCEPTIBLE AND RESISTANT ISOLATES) WHEN ALTERNATIVE TREATMENTS ARE NOT SUITABLE
I-92,ADJUNCTIVE THERAPY IN THE MANAGEMENT OF HEART FAILURE
D-89,USE OF REYATAZ 300 MG/RITONAVIR 100 MG ONCE DAILY FOR TREATMENT IN HIV-INFECTED ANTIRETROVIRAL-EXPERIENCED PATIENTS
M-51,INFORMATION ADDED TO LABELING REGARDING OSTEOGENESIS IMPERFECTA STUDY
D-111,"PROVIDES FOR ONCE DAILY USE OF CIALIS, 2.5 MG AND 5 MG, FOR THE TREATMENT OF ERECTILE DYSFUNCTION"
I-332,EMPIRIC THERAPY IN FEBRILE NEUTROPENIC PATIENTS WITH SUSPECTED FUNGAL INFECTIONS (EFTN)
I-320,TREATMENT OF TYPE 2 DIABETES IN PEDIATRIC PATIENTS (AGES 10-16 YEARS)
ODE-96,"TREATMENT OF PRIMARY HYPERKALEMIC PERIODIC PARALYSIS, PRIMARY HYPOKALEMIC PERIOD PARALYSIS, AND RELATED VARIANTS"
ODE-215,INDICATED FOR THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS WITH SOLID TUMORS THAT HAVE A NEUROTROPHIC RECEPTOR TYROSINE KINASE (NTRK) GENE FUSION WITHOUT A KNOWN ACQUIRED RESISTANCE MUTATION
I-83,"ANGIOCARDIOGRAPHY, CONTRAST ENHANCED COMPUTED TOMOGRAPHIC IMAGING OF THE HEAD AND BODY, AND INTRAVENOUS EXCRETORY UROGRAPHY IN CHILDREN"
I-852,"TREATMENT OF PEDIATRIC PATIENTS 1 YEAR OF AGE AND OLDER AND YOUNG ADULTS WITH RELAPSED OR REFRACTORY, SYSTEMIC ANAPLASTIC LARGE CELL LYMPHOMA (ALCL) THAT IS ALK-POSITIVE"
M-174,INFORMATION ADDED TO CLINICAL STUDIES SECTION OF THE LABELING REGARDING INITIAL COMBINATION THERAPY OF EMPAGLIFLOZIN WITH METFORMIN
I-590,ACUTE TREATMENT OF DEPRESSIVE EPISODES ASSOCIATED WITH BIPOLAR DISORDER (IN COMBINATION WITH OLANZAPINE)
I-149,TREATMENT OF PATIENTS WITH NON-SMALL CELL LUNG CANCER
D-22,REDUCTION IN INFUSION TIME FROM 24 TO 4 HOURS FOR THE 60MG DOSE
M-234,UPDATE TO THE PRESCRIBING INFORMATION FOR VORTIOXETINE ON TREATMENT-EMERGENT SEXUAL DYSFUNCTION COMPARING VORTIOXETINE AND SSRIS
ODE-97,TO EXPAND THE INDICATION TO PEDIATRIC PATIENTS 2-6 YEARS OF AGE WITH NEPHROPATHIC CYSTINOSIS
I-585,TREATMENT OF SHORT STATURE IN PEDIATRIC PATIENTS SMALL FOR GESTATIONAL AGE WHO DO NOT MANIFEST CATCH UP GROWTH BY AGE 2 TO 4 YEARS
I-233,PROPHYLACTIC USE TO REDUCE PERIOPERATIVE BLOOD LOSS AND THE NEED FOR BLOOD TRANSFUSION IN PATIENTS UNDERGOING CARDIOPULMONARY BYPASS IN THE COURSE OF CORONARY ARTERY BYPASS GRAFT SURGERY
D-19,BOLUS DOSING GUIDELINES
M-21,COMPARISON DATA ON THE ANTIHYPERTENSIVE EFFECTS OF ATACAND AND COZAAR
D-152,DOSING RECOMMENDATIONS AS NECESSARY FOR FEVER AND PAIN FOR AGES 6MO TO LESS THAN 12 YEARS AND 12 TO 17 YEARS.
ODE-210,INDICATED IN COMBINATION WITH STANDARD IMMUNOSUPPRESSIVE THERAPY FOR THE FIRST-LINE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 2 YEARS AND OLDER WITH SEVERE APLASTIC ANEMIA
D-63,TO ALLOW A TITRATION DOSING REGIMEN USING A 25MG DOSE
ODE-191,TO DECREASE THE RECURRENCE OF MALIGNANT PLEURAL EFFUSIONS IN SYMPTOMATIC PATIENTS FOLLOWING MAXIMAL DRAINAGE OF THE PLEURAL EFFUSION
M-8,ADDITIONAL INFORMATION FOR THE USE OF SONATA CAPSULES FOR UP TO 5 WEEKS (35 NIGHTS) OF TREATMENT IN A CONTROLLED TRIAL SETTING
ODE-375,THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH LOCALLY ADVANCED OR METASTATIC DIFFERENTIATED THYROID CANCER (DTC) THAT HAS PROGRESSED FOLLOWING PRIOR VEGFR-TARGETED THERAPY AND WHO ARE RADIOACTIVE IODINE-REFRACTORY OR INELIGIBLE
I-436,FOR USE IN COMBINATION WITH DOXORUBICIN AND CYCLOPHOSPHAMIDE FOR THE ADJUVANT TREATMENT OF PATIENTS WITH OPERABLE NODE-POSITIVE BREAST CANCER
I-385,"MODIFICATION OF THE INDICATION FOR COMMUNITY ACQUIRED PNEUMONIA TO ADD INCLUDING PENICILLIN-RESISTANT STRAINS, MIC PENICILLIN>=2MCG/ML TO STREPTOCOCCUS PNEUMONIAE"
I-866,FOR THE TREATMENT OF TRICHOMONIASIS CAUSED BY TRICHOMONAS VAGINALIS IN ADULTS
I-526,TREATMENT OF HYPONATREMIA IN HOSPITALIZED PATIENTS
I-128,IN PT W/ CH DISEASE AND HYPERCHOLESTEROLEMIA: REDUCE RISK TOTAL MORTALITY BY REDUCING CORONARY DEATH; REDUCE RISK NON-FATAL MI; REDUCE RISK UNDERGOING MYOCARDIAL REVASCULARIZATION PROCEDURES; REDUCTION ELEVATED TOTAL AND LDL CHOL LEVELS...
I-160,TREATMENT OF BACTERIAL CORNEAL ULCERS
I-299,USE OF CAMPTOSAR AS A COMPONENT OF FIRST-LINE THERAPY IN COMBINATION WITH 5-FLUOROURACIL AND LEUCOVORIN FOR PATIENTS WITH METASTATIC CARCINOMA OF THE COLON OR RECTUM
D-31,CHANGE IN RECOMMENDED TOTAL DAILY DOSE TO 80MG (40MG BID)
I-355,PREMENSTRUAL DYSPHORIC DISORDER
ODE-33,"TREATMENT OF PROGRESSIVE, METASTATIC MEDULLARY THYROID CANCER (MTC)"
I-180,TREATMENT OF PLANTAR TINEA PEDIS (MOCCASIN TYPE)
D-45,ONCE DAILY DOSING FOR MAINTENANCE ONLY
I-101,TREATMENT OF DIABETIC NEPHROPATHY IN PATIENTS WITH TYPE I INSULIN-DEPENDENT DIABETES MELLITUS AND RETINOPATHY
ODE-376,"FOR TREATMENT OF PEDIATRIC PATIENTS 3 YEARS OF AGE TO LESS THAN 6 YEARS OF AGE WEIGHING LESS THAN 17 KG WITH CHRONIC HEPATITIS C VIRUS (HCV) GENOTYPE 1, 2, 3, 4, 5, OR 6 INFECTION: WITHOUT CIRRHOSIS OR WITH COMPENSATED CIRRHOSIS; OR WITH DECOMPENSATED CIRRHOSIS FOR USE IN COMBINATION WITH RIBAVIRIN"
I-885,FOR THE ADJUVANT TREATMENT OF ADULT PATIENTS WITH DELETERIOUS OR SUSPECTED DELETERIOUS GBRCA MUTATED HER2-NEGATIVE HIGH-RISK EARLY BREAST CANCER WHO HAVE PREVIOUSLY BEEN TREATED WITH NEOADJUVANT OR ADJUVANT CHEMOTHERAPY
ODE-177,"TO REDUCE THE FREQUENCY OF PAINFUL CRISES AND TO REDUCE THE NEED FOR BLOOD TRANSFUSIONS IN PEDIATRIC PATIENTS, 2 YEARS OF AGE AND OLDER, WITH SICKLE CELL ANEMIA WITH RECURRENT MODERATE TO SEVERE PAINFUL CRISIS"
M-133,INFORMATION ADDED TO THE LABELING REGARDING THE ADDITION OF SILDENAFIL TO BOSENTAN THERAPY
I-23,SHORT-TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER
I-108,EXPANDED USE-FOR ICU PATIENTS UNDERGOING LONG-TERM INFUSION DURING MECHANICAL VENTILATION
I-290,PREVENTION OF CORTICOSTEROID-INDUCED OSTEOPOROSIS
I-133,MANAGEMENT OF CHRONIC STABLE ANGINA
M-5,INFORMATION REGARDING EFFECTS IN PATIENTS WITH ASTHMA ON CONCOMITANT INHALED CORTICOSTEROIDS IN CLINICAL PHARMACOLOGY SECTION
D-121,CHANGE TO REMOVE 20 MG MAXIMUM DOSAGE RESTRICTION
I-829,TREATMENT OF PEDIATRIC PATIENTS 2 YEARS OF AGE AND OLDER WITH CENTRAL PRECOCIOUS PUBERTY (CPP)
ODE-162,TREATMENT OF NEPHROPATHIC CYSTINOSIS IN PEDIATRIC PATIENTS 1 YEAR OF AGE TO LESS THAN 2 YEARS OF AGE
ODE-25,MANAGEMENT OF POSTHERPETIC NEURALGIA IN ADULTS.
I-176,TREATMENT OF POSTOPERATIVE INFLAMMATION IN PATIENTS WHO HAVE UNDERGONE CATARACT EXTRACTION
I-340,ATOPIC DERMATITIS IN PEDIATRIC PATIENTS AGES 2-5
I-541,TREATMENT  OF BIPOLAR I DISORDER IN CHILDREN AGES 10-12 AND ADOLESCENTS AGES 13-17
M-266,INFORMATION ADDED TO THE LABELING TO DESCRIBE STUDY GS-US-320-4035 IN VIROLOGICALLY SUPPRESSED ADULTS W/ CHRONIC HEP B INFECTION WHO SWITCHED FROM TENOFOVIR DISOPROXIL FUMARATE TO TENOFOVIR ALFAENAMIDE
D-37,DOSING REGIMEN FOR ADMINISTRATION EITHER ONCE DAILY (QD) OR TWICE DAILY (BID)
NC,NEW COMBINATION
I-799,TREATMENT OF STEROID-REFRACTORY ACUTE GRAFT-VERSUS-HOST DISEASE (GVHD) IN ADULT AND PEDIATRIC PATIENTS 12 YEARS AND OLDER
I-272,TREATMENT OF GLUCOCORTICOID-INDUCED OSTEOPOROSIS IN MEN AND WOMEN RECEIVING GLUCOCORTICOIDS IN A DAILY DOSE EQUIVALENT TO 7.5MG OR GREATER OF PREDNISONE AND WHO HAVE LOW BONE MINERAL DENSITY
I-379,"USE TAXOTERE IN COMBINATION WITH CISPLATIN FOR THE TREATMENT OF PATIENTS WITH UNRESECTABLE, LOCALLY ADVANCED OR METASTATIC NON-SMALL CELL LUNG CANCER WHO HAVE NOT PREVIOUSLY RECEIVED CHEMOTHERAPY FOR THIS CONDITION"
I-782,"REVISIONS TO INDICATION FOR THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) OR SMALL LYMPHOCYTIC LYMPHOMA (SLL), WITH OR WITHOUT 17P DELETION, WHO HAVE RECEIVED AT LEAST ONE PRIOR THERAPY"
I-767,TREATMENT OF IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE INTOLERANCE TO ORAL IRON OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON
I-550,TREATMENT OF HYPERTENSION IN PEDIATRIC PATIENTS 6-16 YEARS OF AGE
I-886,TREATMENT OF ADULT PATIENTS WITH MODERATELY TO SEVERELY ACTIVE ULCERATIVE COLITIS WHO HAVE HAD AN INADEQUATE RESPONSE OR INTOLERANCE TO ONE OR MORE TNF BLOCKERS
ODE-388,"FOR THE TREATMENT OF ADULTS AND PEDIATRIC PATIENTS (12 YEARS OF AGE AND OLDER AND WEIGHING AT LEAST 35 KG) WITH POST-TRANSPLANT CYTOMEGALOVIRUS (CMV) INFECTION/DISEASE THAT IS REFRACTORY TO TREATMENT (WITH OR WITHOUT GENOTYPIC RESISTANCE) WITH GANCICLOVIR, VALGANCICLOVIR, CIDOFOVIR OR FOSCARNET"
I-227,SHORT-TERM TREATMENT OF SYMPTOMATIC GASTROESPHAGEAL REFLUX DISEASE (GERD)
ODE-258,FOR THE TREATMENT OF CHRONIC HEPATITIS C VIRUS (HCV) GENOTYPE 2 OR 3 INFECTION IN PEDIATRIC PATIENTS BETWEEN 3 YEARS OF AGE AND 12 YEARS OF AGE OR WEIGHING 35 KG WITHOUT CIRRHOSIS OR WITH COMPENSATED CIRRHOSIS FOR USE IN COMBINATION WITH RIBAVIRIN
M-196,"REVISIONS TO THE PACKAGE INSERT BASED ON DATA FROM A RANDOMIZED, PLACEBO CONTROLLED, MULTICENTER STUDY OF INTRAVENOUS ACETAMINOPHEN FOR THE TREATMENT OF ACUTE PAIN IN PEDIATRIC PATIENTS TO FULFILL THE POST-MARKETING REQUIREMENT 1704-1"
I-38,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS OF THE CENTRAL NERVOUS SYSTEM IN CHILDREN (2 YEARS OF AGE AND OLDER)
I-610,TREATMENT OF HEAVY MENSTRUAL BLEEDING FOR WOMEN WHO CHOOSE TO USE INTRAUTERINE CONTRACEPTION AS THEIR METHOD OF CONTRACEPTION
D-68,CHANGE OF ADMIN RATE FOR INFUSION OF AREDIA FOR TREATMENT OF MODERATE AND SEVERE HYPERCALCEMIA OF MALIGNANCY FROM 24 HOURS TO 2 HOURS UP TO BUT NOT INCLUDING 24 HOURS
M-297,LABELING CHANGES BASED ON RESULTS FROM CLINICAL STUDY MYK-461-017
I-778,"DABRAFENIB IN COMBINATION WITH TRAMETINIB FOR THE ADJUVANT TREATMENT OF PATIENTS WITH MELANOMA WITH BRAF V600E OR V600K MUTATIONS, AS DETECTED BY AN FDA-APPROVED TEST, AND INVOLVEMENT OF LYMPH NODE(S), FOLLOWING COMPLETE RESECTION"
I-667,"TREATMENT OF PATIENTS WITH LOCALLY ADVANCED, UNRESECTABLE OR METASTATIC GASTROINTESTINAL STROMAL TUMOR (GIST) WHO HAVE BEEN PREVIOUSLY TREATED WITH IMATINIB MESYLATE AND SUNITINIB MALATE"
M-23,"INFORMATION REGARDING ELIMINATION ADDED TO CLINICAL PHARMACOLOGY, STUDY RESULTS IN PATIENTS WITH HEPATIC AND RENAL IMPAIRMENT"
NP*,NEW PRODUCT (MINT FLAVORED)
ODE-232,"TREATMENT OF PEDIATRIC PATIENTS 12 YEARS AND OLDER OR WEIGHING AT LEAST 45 KG WITH CHRONIC HEPATITIS C VIRUS (HCV) GENOTYPE 1,2,3,4,5 OR 6 INFECTION WITHOUT CIRRHOSIS OR WITH COMPENSATED CIRRHOSIS (CHILD-PUGH A)"
M-11,USE FOR LONG-TERM TREATMENT OF POSTTRAUMATIC STRESS DISORDER
ODE-37,TREATMENT OF ADULT PATIENTS WITH SHORT BOWEL SYNDROME (SBS) WHO ARE DEPENDENT ON PARENTERAL SUPPORT
D-128,"SINGLE IV DOSE OF FOSAPREPITANT 150MG, DOSED CONCOMITANTLY WITH 5HT3 RECEPTOR ANTAGONIST & CORTICOSTEROID, FOR  PREVENTION OF ACUTE & DELAYED NAUSEA & VOMITING ASSOCIATED WITH INITIAL AND REPEAT COURSES OF  HIGHLY EMETOGENIC CANCER CHEMO"
M-253,"INFORMATION ADDED TO THE LABELING TO DESCRIBE STUDY P061, A RANDOMIZED, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-SITE, DOUBLE-BLIND STUDY TO EVALUATE SAFETY AND EFFICACY OF SUVOREXANT FOR THE TREATMENT OF INSOMNIA IN SUBJECTS WITH ALZHEIMERS DISEASE"
I-716,"REVISED INDICATION TO INCLUDE LANGUAGE ABOUT THE BENEFITS OF USING LETAIRIS IN COMBINATION WITH TADALAFIL TO REDUCE THE RISK OF DISEASE PROGRESSION AND HOSPITALIZATION FOR WORSENING PAH AND TO IMPROVE EXERCISE ABILITY, BASED ON THE AMBITION STUDY"
ODE-113,FOR TREATMENT OF PEDIATRIC AND ADULT PATIENTS WITH ACQUIRED METHEMOGLOBINEMIA.
M-192,PROVIDES FOR DATA EVALUATING THE NEUROPSYCHIATRIC SAFETY AND EFFICACY OF VARENICLINE FOR SMOKING CESSATION IN SUBJECTS WITH AND WITHOUT A HISTORY OF PSYCHIATRIC DISORDERS
I-438,"EMPIRICAL THERAPY FOR PRESUMED FUNGAL INFECTIONS IN FEBRILE, NEUTROPENIC PATIENTS"
I-139,PALLIATIVE TREATMENT OF ADVANCED BREAST CANCER IN PRE- AND PERIMENOPAUSAL WOMEN
I-189,TREATMENT OF ACUTE OTITIS MEDIA IN PEDIATRIC PATIENTS
ODE-245,INDICATED IN COMBINATION WITH A RITUXIMAB PRODUCT FOR THE TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY TREATED MARGINAL ZONE LYMPHOMA (MZL)
I-375,FIRST LINE THERAPY FOR THE REDUCTION OF INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN-ANGLE GLAUCOMA OR OCULAR HYPERTENSION
I-440,FOR THE REPLACEMENT OF ENDOGENOUS GROWTH HORMONE IN ADULTS WITH GROWTH HORMONE DEFICIENCY
M-296,REVISIONS TO THE LABELING TO INCLUDE RESULTS FROM PROTOCOL 1218- 0091
ODE-204,"TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS AND OLDER WITH IOBENGUANE SCAN POSITIVE, UNRESECTABLE, LOCALLY ADVANCED OR METASTATIC PHEOCHROMOCYTOMA OR PARAGANGLIOMA WHO REQUIRE SYSTEMIC ANTICANCER THERAPY"
M-43,INCLUSION OF RESULTS OF STUDY PLACEBO-CONTROLLED STUDY TO EVALUATE SAFETY AND PILOT EFFICACY OF ILOPROST AS ADD ON THERAPY WITH BOSENTAN IN SUBJECTS WITH PULMONARY ARTERIAL HYPERTENSION
I-107,VAGINAL CANDIDIASIS
I-499,USE OF GEMZAR IN COMBINATION WITH CARBOPLATIN FOR THE TREATMENT OF PATIENTS WITH ADVANCED OVARIAN CANCER THAT HAS RELAPSED AT LEAST 6 MONTHS AFTER COMPLETION OF PLATINUM-BASED THERAPY
I-283,"TO REDUCE THE INCIDENCE OF MODERATE TO SEVERE XEROSTOMIA IN PATIENTS UNDERGOING POST-OPERATIVE RADIATION TREATMENT FOR HEAD AND NECK CANCER, WHERE THE RADIATION PORT INCLUDES A SUBSTANTIAL PORTION OF THE PAROTID GLANDS"
ODE-368,"TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY TREATED, LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA WITH AN ISOCITRATE DEHYDROGENASE-1 (IDH1) MUTATION AS DETECTED BY AN FDA-APPROVED TEST"
M-218,ADDITIONAL INFORMATION ADDED TO THE PEDIATRIC USE SECTION OF THE LABELING REGARDING A NEW CLINICAL TRIAL IN PATIENTS AGED 6 THROUGH 11 YEARS (TRIAL 4)
D-20,SINGLE 32MG DOSE
ODE-242,TX OF NEWLY-DIAGNOSED ACUTE MYELOID LEUKEMIA WITH A SUSCEPTIBLE ISOCITRATE DEHYDROGENASE-1 MUTATION AS DETECTED BY AN FDA-APPROVED TEST IN ADULT PTS WHO ARE >=75 YRS OLD OR WHO HAVE COMORBIDITIES THAT PRECLUDE USE OF INTENSIVE INDUCTION CHEMOTHERAPY
M-203,PROVIDES FOR REVISIONS TO THE PACKAGE INSERT TO REFLECT RESULTS OF TWO POSTMARKETING REQUIREMENT STUDIES ROP111662 AND ROP111569
M-260,"INFORMATION ADDED TO THE LABELING DESCRIBING A RANDOMIZED, OPEN-LABEL STUDY THAT EXAMINED THE CONCOMITANT USE OF DIMETHYL FUMARATE AND SEVERAL NON-LIVE VACCINES IN ADULTS 27-55 YEARS OF AGE WITH RELAPSING FORMS OF MULTIPLE SCLEROSIS"
I-391,ABLATION OF HIGH-GRADE DYSPLASIA IN BARRETTS ESOPHAGUS PATIENTS WHO DO NOT UNDERGO ESOPHAGECTOMY
I-169,USE IN COMBINATION WITH CORTICOSTEROIDS AS INITIAL CHEMOTHERAPY FOR THE TREATMENT OF PATIENTS WITH PAIN RELATED TO ADVANCED HORMONE-REFRACTORY PROSTATE CANCER
I-633,MAINTENANCE TREATMENT OF BIPOLAR I DISORDER AS AN ADJUNCT TO LITHIUM OR VALPROATE
M-248,INFORMATION ADDED TO THE LABELING TO DESCRIBE A TRIAL EVALUATING A LOWER DOSE THAN THOSE APPROVED FOR PEDIATRIC PATIENTS 13 TO 17 YEARS OF AGE
M-70,PROVISION OF INFORMATION OF THE RESULTS OF A PHASE 2 RANDOMIZED TRIAL OF SPRYCEL 70MG TWICE DAILY OR IMATINIB 800MG DAILY
ODE-389,"TO REDUCE PROTEINURIA IN ADULTS WITH PRIMARY IMMUNOGLOBULIN A NEPHROPATHY (IGAN) AT RISK OF RAPID DISEASE PROGRESSION, GENERALLY A URINE PROTEIN-TO-CREATININE RATIO (UPCR) > OR = 1.5 G/G"
D-168,NEW DOSING REGIMEN OF 10 MG ONCE DAILY FOR THE REDUCTION IN THE RISK OF RECURRENCE OF DEEP VEIN THROMBOSIS (DVT) AND/OR PULMONARY EMBOLISM (PE) IN PATIENTS AT CONTINUED RISK FOR DVT AND/OR PE AFTER COMPLETION OF INITIAL TREATMENT LASTING AT LEAST 6 MONTHS
ODE-109,INDICATED FOR THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA WITHOUT 17P DELETION WHO HAVE NOT RECEIVED AT LEAST ONE PRIOR THERAPY (FIRST LINE THERAPY)
ODE-246,TREATMENT OF THROMBOCYTOPENIA IN ADULT PATIENTS WITH CHRONIC IMMUNE THROMBOCYTOPENIA WHO HAVE HAD AN INSUFFICIENT RESPONSE TO A PREVIOUS TREATMENT
I-695,REVISED INDICATION FOR BORTEZOMIB IN THE TREATMENT OF PATIENTS WITH MANTLE CELL LYMPHOMA
ODE-216,INDICATED FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME (LGS) OR DRAVET SYNDROME (DS) IN PATIENTS 2 YEARS OF AGE AND OLDER
I-445,"TO IMPROVE (COMPARED TO 4.25% DEXTROSE) LONG-DWELL ULTRAFILTRATION AND CLEARANCE OF CREATININE AND UREA NITROGEN IN PATIENTS WITH HIGH AVERAGE OR GREATER TRANSPORT CHARACTERISTICS, AS DEFINED USING THE PERITONEAL EQUILIBRATION TEST (PET)"
I-314,TOPICAL ANESTHETIC FOR SUPERFICIAL MINOR SURGERY OF GENITAL MUCOUS MEMBRANES AND AS AN ADJUNCT FOR LOCAL INFILTRATION ANESTHESIA IN GENITAL MUCOUS MEMBRANES
I-800,TREATMENT OF OCULAR INFLAMMATION FOLLOWING OPHTHALMIC SURGERY
I-242,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH THE MENOPAUSE AND IN THE TREATMENT OF VULVAR AND VAGINAL ATROPHY IN WOMEN WITH AN INTACT UTERUS
M-188,PROVIDES FOR DATA SUPPORTING THE SAFETY AND EFFECTIVENESS FOR THE MAINTENANCE TREATMENT OF MODERATE TO SEVERE BINGE EATING DISORDER (BED)
I-586,COMMUNITY ACQUIRED BACTERIAL PNEUMONIA
ODE-282,INDICATED TO SELECTIVELY STAIN THE INTERNAL LIMITING MEMBRANE (ILM)
M-57,CLINICAL DATA ADDED TO THE CLINICAL PHARMACOLOGY SECTION REGARDING THE PHARMACOKINETICS OF EZETIMIBE IN ASIAN SUBJECTS
I-838,TREATMENT OF NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY (DPN) OF THE FEET
I-393,CHRONIC BACTERIAL PROSTATITIS
M-128,CLINICAL TRIAL STUDY RESULTS
I-232,TREATMENT OF RECURRENT MUCOCUTANEOUS HERPES SIMPLEX INFECTIONS IN HIV-AFFECTED PATIENTS AT A DOSE OF 500MG TWICE DAILY
