struct_id,strength,patent_no,description,trade_name,applicant,appl_type,appl_no,type,dose_form,route,approval_date,patent_expire_date
4757,240MG,10994003,METHOD OF TREATING RELAPSING FORMS OF MULTIPLE SCLEROSIS BEFORE AND AFTER ADMINISTERING AN INACTIVE VACCINE,TECFIDERA,BIOGEN INC,N,204063,RX,"CAPSULE, DELAYED RELEASE",ORAL,2013-03-27,2035-03-13
3294,6MG,9157121,DOSAGE MODIFICATION TO REDUCE RISKS ASSOCIATED WITH QT PROLONGATION NOT INDUCED BY OTHER DRUGS DURING TREATMENT WITH ILOPERIDONE,FANAPT,VANDA PHARMS INC,N,022192,RX,TABLET,ORAL,2009-05-06,2030-04-05
842,105MG;45MG,10806710,DEXTROMETHORPHAN AND BUPROPION IN COMBINATION TO TREAT MAJOR DEPRESSIVE DISORDER,AUVELITY,AXSOME,N,215430,RX,"TABLET, EXTENDED RELEASE",ORAL,2022-08-18,2034-11-05
4228,125MG;200MG,8846718,METHOD OF TREATING CYSTIC FIBROSIS IN PATIENTS WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR (CFTR) GENE,ORKAMBI,VERTEX PHARMS INC,N,206038,RX,TABLET,ORAL,2015-07-02,2029-07-02
1003,200MG;EQ 25MG BASE,8754065,TREATMENT OF HIV INFECTION,DESCOVY,GILEAD SCIENCES INC,N,208215,RX,TABLET,ORAL,2016-04-04,2032-08-15
1003,150MG;150MG;200MG;300MG,8633219,TREATMENT OF HIV INFECTION,STRIBILD,GILEAD SCIENCES INC,N,203100,RX,TABLET,ORAL,2012-08-27,2030-04-30
2593,200MG;300MG,8592397,METHOD OF TREATMENT OF ADULTS INFECTED WITH HIV-1,TRUVADA,GILEAD,N,021752,RX,TABLET,ORAL,2004-08-02,2024-01-13
5289,75MG,9850230,"BRAFTOVI IS A KINASE INHIBITOR INDICATED IN COMBINATION WITH BINIMETINIB, FOR THE TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC MELANOMA WITH A BRAF V600E OR V600K MUTATION, AS DETECTED BY AN FDA- APPROVED TEST",BRAFTOVI,ARRAY BIOPHARMA INC,N,210496,RX,CAPSULE,ORAL,2018-06-27,2030-08-27
4810,140MG,9540382,TREATMENT OF MANTLE CELL LYMPHOMA,IMBRUVICA,PHARMACYCLICS LLC,N,205552,RX,CAPSULE,ORAL,2013-11-13,2033-08-18
5372,"50MG,37.5MG,25MG; 75MG",9931334,"TREATMENT OF CF IN PATIENTS 6 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA USING A SOLID COMPOSITION COMPRISING ELX, TEZ, AMORPHOUS IVA, AND < ~30% CRYSTALLINE IVA",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,RX,TABLET,ORAL,2021-06-08,2026-12-28
4135,50MG,7674774,INDICATED FOR THE TREATMENT OF ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-02-23,2023-02-24
4816,0.1MG/INH;EQ 0.0625MG BASE/INH;EQ 0.025MG BASE/INH,RE44874,"INDICATED FOR THE LONG-TERM, ONCE-DAILY, MAINTENANCE TREATMENT OF PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD), INCLUDING CHRONIC BRONCHITIS AND/OR EMPHYSEMA; AND ASTHMA",TRELEGY ELLIPTA,GLAXOSMITHKLINE,N,209482,RX,POWDER,INHALATION,2017-09-18,2023-03-23
2046,EQ 235MG BASE/VIAL;EQ 0.25MG BASE/VIAL,8895586,USE IN COMBINATION WITH DEXAMETHASONE IN ADULTS FOR THE PREVENTION OF ACUTE AND DELAYED NAUSEA AND VOMITING ASSOCIATED WITH INITIAL AND REPEAT COURSES OF HIGHLY EMETOGENIC CANCER CHEMOTHERAPY,AKYNZEO,HELSINN HLTHCARE,N,210493,RX,POWDER,INTRAVENOUS,2018-04-19,2032-05-23
228,25MG,9669019,TREATMENT OF OFF EPISODES IN PATIENTS WITH PARKINSONS DISEASE,KYNMOBI,SUMITOMO PHARMA AM,N,210875,DISCN,FILM,SUBLINGUAL,2020-05-21,2030-06-11
5380,EQ 200MG BASE,10420775,METHOD OF TREATING EPITHELIOID SARCOMA,TAZVERIK,EPIZYME INC,N,211723,RX,TABLET,ORAL,2020-01-23,2032-04-13
4758,150MG;1GM,8222219,REDUCTION OF RISK OF MAJOR ADVERSE CARDIOVASCULAR EVENTS IN THE TREATMENT OF TYPE 2 DIABETES MELLITUS PATIENTS,INVOKAMET XR,JANSSEN PHARMS,N,205879,RX,"TABLET, EXTENDED RELEASE",ORAL,2016-09-20,2025-04-11
5355,150MG,11654133,CO-ADMINISTRATION OF CENOBAMATE WITH PHENOBARBITAL AND/OR PHENYTOIN FOR THE TREATMENT OF PARTIAL ONSET SEIZURES,XCOPRI,SK LIFE,N,212839,RX,TABLET,ORAL,2020-03-10,2039-06-16
2543,EQ 6.5MG BASE/4HR,9427578,"METHOD FOR TREATING ACUTE MIGRAINE IN ADULTS, WITH OR WITHOUT AURA,  COMPRISING IONTOPHORETIC TRANSDERMAL DELIVERY OF SUMATRIPTAN OR A SALT THEREOF",ZECUITY,TEVA BRANDED PHARM,N,202278,DISCN,SYSTEM,IONTOPHORESIS,2013-01-17,2027-04-12
5154,150MG;37.5MG/PACKET,9085573,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,214187,RX,PELLETS,ORAL,2021-06-10,2028-03-21
1024,50MG/10ML (5MG/ML),11090278,USE OF EPHEDRINE SULFATE FOR TREATING HYPOTENSION,EMERPHED,NEXUS,N,213407,RX,SOLUTION,INTRAVENOUS,2020-04-17,2040-05-16
568,25MG/ML,10799517,ACUTE TREATMENT OF MIGRAINE WITH OR WITHOUT AURA IN ADULTS,ELYXYB,SCILEX HLDG,N,212157,DISCN,SOLUTION,ORAL,2020-05-05,2036-05-27
5154,200MG;50MG/PACKET,8633309,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,214187,RX,PELLETS,ORAL,2021-06-10,2029-03-26
2607,50MG/5GM PACKET,7608608,METHOD FOR ADMINISTRATION OF TESTOSTERONE,TESTIM,AUXILIUM PHARMS LLC,N,021454,RX,GEL,TRANSDERMAL,2002-10-31,2023-04-21
4135,20MG,7659254,TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) IN ADULTS,VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-12-10,2023-02-24
403,EQ 0.8MG BASE,10688155,"ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 1, 17 AND 18 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 1",CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2030-06-07
4304,10MG,8906851,TREATMENT OF TYPE 2 DIABETES MELLITUS IN COMBINATION WITH EXENATIDE,FARXIGA,ASTRAZENECA AB,N,202293,RX,TABLET,ORAL,2014-01-08,2026-08-18
5225,5GM/PACKET,10398730,TREATMENT OF HYPERKALEMIA IN ADULTS,LOKELMA,ASTRAZENECA,N,207078,RX,FOR SUSPENSION,ORAL,2018-05-18,2032-02-10
4329,EQ 40MG BASE/VIAL,8822637,METHOD OF TREATING ACROMEGALY,SIGNIFOR LAR KIT,RECORDATI RARE,N,203255,RX,FOR SUSPENSION,INTRAMUSCULAR,2014-12-15,2023-08-06
1767,5MG/ML,8956649,METHOD OF TREATING ATTENTION DEFICIT HYPERACTIVITY DISORDER BY ADMINISTERING THE COMPOSITION OF CLAIM 1,QUILLIVANT XR,NEXTWAVE,N,202100,RX,"FOR SUSPENSION, EXTENDED RELEASE",ORAL,2012-09-27,2031-02-15
2810,20UNITS/ML (20UNITS/ML),9687526,"TO INCREASE BLOOD PRESSURE IN ADULTS WITH VASODILATORY SHOCK (E.G., POST-CARDIOTOMY OR SEPSIS) WHO REMAIN HYPOTENSIVE DESPITE FLUIDS AND CATECHOLAMINES",VASOSTRICT,PAR STERILE PRODUCTS,N,204485,RX,SOLUTION,INTRAVENOUS,2014-04-17,2035-01-30
2032,0.1%,10940138,METHOD OF TREATING BLEPHAROPTOSIS,UPNEEQ,RVL PHARMS,N,212520,RX,SOLUTION/DROPS,OPHTHALMIC,2020-07-08,2039-12-16
842,105MG;45MG,10092561,DEXTROMETHORPHAN AND BUPROPION IN COMBINATION TO TREAT MAJOR DEPRESSIVE DISORDER,AUVELITY,AXSOME,N,215430,RX,"TABLET, EXTENDED RELEASE",ORAL,2022-08-18,2034-11-05
4224,534MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,8609701,"DOSAGE MODIFICATION FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER ALT OR AST AFTER PIRFENIDONE ADMINISTRATION, BY ADMINISTERING A SUB-1600 MG/DAY DOSE, FOLLOWED BY ADMINISTERING AT LEAST 1602 MG/DAY",ESBRIET,GENENTECH INC,N,208780,DISCN,TABLET,ORAL,2017-01-11,2029-04-22
956,EQ 3MG BASE,9861607,TREATMENT OF INSOMNIA,SILENOR,CURRAX,N,022036,RX,TABLET,ORAL,2010-03-17,2027-05-18
4816,0.1MG/INH;EQ 0.0625MG BASE/INH;EQ 0.025MG BASE/INH,8511304,"METHOD OF DISPENSING A COMBINATION MEDICAMENT PRODUCT FROM CLAIMED DELIVERY DEVICE, FOR EXAMPLE FOR THE TREATMENT OF ASTHMA OR COPD",TRELEGY ELLIPTA,GLAXOSMITHKLINE,N,209482,RX,POWDER,INHALATION,2017-09-18,2027-06-14
5289,50MG,8541575,TREATMENT OF MELANOMA,BRAFTOVI,ARRAY BIOPHARMA INC,N,210496,DISCN,CAPSULE,ORAL,2018-06-27,2030-02-26
4554,0.1MG/INH;EQ 0.025MG BASE/INH,11116721,"INDICATED FOR LONG-TERM, ONCE-DAILY MAINTENANCE TREATMENT OF AIRFLOW OBSTRUCTION IN PTS WITH COPD, INCLUDING CHRONIC BRONCHITIS AND/OR EMPHYSEMA, ALSO TO REDUCE EXACERBATIONS OF COPD IN PTS WITH A HISTORY OF EXACERBATIONS",BREO ELLIPTA,GLAXO GRP LTD,N,204275,RX,POWDER,INHALATION,2013-05-10,2029-02-26
956,EQ 3MG BASE,11234954,TREATMENT OF INSOMNIA,SILENOR,CURRAX,N,022036,RX,TABLET,ORAL,2010-03-17,2028-01-18
1559,30MG,8470359,METHOD OF TREATING CANCER,ELIGARD KIT,TOLMAR,N,021488,RX,POWDER,SUBCUTANEOUS,2003-02-13,2023-10-15
4182,15MG,9539218,TREATMENT OF DVT AND/OR PE AND REDUCTION IN RISK OF RECURRENT DVT AND/OR PE IN PEDIATRIC PATIENTS (30-49.9 KG) ONCE DAILY WITH RAPID-RELEASE TABLET ADMINISTERED FOR AT LEAST 5 CONSECUTIVE DAYS AFTER AT LEAST 5 DAYS PARENTERAL ANTICOAGULANT TREATMENT,XARELTO,JANSSEN PHARMS,N,022406,RX,TABLET,ORAL,2011-11-04,2034-02-17
4182,2.5MG,10828310,"REDUCTION OF RISK OF CARDIOVASCULAR DEATH, MYOCARDIAL INFARCTION, AND STROKE IN PATIENTS WITH CAD BY ADMINISTERING CLINICALLY PROVEN EFFECTIVE AMOUNTS THAT ARE 2.5 MG RIVAROXABAN TWICE DAILY AND 75-100 MG ASPIRIN DAILY",XARELTO,JANSSEN PHARMS,N,022406,RX,TABLET,ORAL,2018-10-11,2039-01-31
5380,EQ 200MG BASE,10369155,METHOD OF TREATING RELAPSED OR REFRACTORY FOLLICULAR LYMPHOMA,TAZVERIK,EPIZYME INC,N,211723,RX,TABLET,ORAL,2020-01-23,2035-10-16
434,300MG/1.5ML (200MG/ML),9782402,TREATING ADDICTION BY ONCE PER MONTH ADMINISTRATION OF BUPRENORPHINE,SUBLOCADE,INDIVIOR,N,209819,RX,"SOLUTION, EXTENDED RELEASE",SUBCUTANEOUS,2017-11-30,2031-06-06
5276,"75MG;75MG, 50MG",10058546,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS 12 YEARS AND OLDER, WITH A F508DEL OR G551D CFTR GENE MUTATION AND A A455E, 2789+5G->A, OR 3849+10KBC->T MUTATION, COMPRISING CONCURRENT COADMINISTRATION OF THE COMPOSITIONS OF CLAIM 1 OF U.S PATENT 10058546",SYMDEKO (COPACKAGED),VERTEX PHARMS INC,N,210491,RX,TABLET,ORAL,2019-06-21,2033-07-15
5226,24MG,11648244,TREATMENT OF TARDIVE DYSKINESIA,AUSTEDO XR,TEVA,N,216354,RX,"TABLET, EXTENDED RELEASE",ORAL,2023-02-17,2036-03-07
1709,1GM/VIAL;1GM/VIAL,10183034,"TREATMENT OF COMPLICATED URINARY TRACT INFECTION (CUTI) INCLUDING PYELONEPHRITIS CAUSED BY THE FOLLOWING SUSCEPTIBLE MICROORGANISMS: ESCHERICHIA COLI, KLEBSIELLA PNEUMONIA, AND ENTEROBACTER CLOACAE SPECIES COMPLEX",VABOMERE,REMPEX,N,209776,RX,POWDER,INTRAVENOUS,2017-08-29,2031-08-08
1123,2MG/VIAL,8461105,IMPROVING GLYCEMIC CONTROL IN PATIENTS 10 YEARS OF AGE AND OLDER WITH TYPE 2 DIABETES MELLITUS BY ADMINISTERING A SUSTAINED-RELEASE EXENATIDE FORMULATION AS AN ADJUNCT TO DIET AND EXERCISE,BYDUREON,ASTRAZENECA AB,N,022200,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2012-01-27,2025-04-13
4810,140MG,10751342,TREATMENT OF RELAPSED OR REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
66,500MG,9561204,METHOD OF TREATING ACETAMINOPHEN OVERDOSE WITH ACETYLCYSTEINE SOLUTIONS,CETYLEV,ARBOR PHARMS LLC,N,207916,DISCN,"TABLET, EFFERVESCENT",ORAL,2016-01-29,2032-05-08
52,1GM/100ML (10MG/ML),9399012,MODIFIED DOSING REGIMEN FOR THE REDUCTION OF FEVER,OFIRMEV,MALLINCKRODT HOSP,N,022450,DISCN,SOLUTION,INTRAVENOUS,2010-11-02,2031-09-11
435,90MG;8MG,11278544,FOR CHRONIC WEIGHT MANAGEMENT FOR TREATING OVERWEIGHT OR OBESITY,CONTRAVE,NALPROPION,N,200063,RX,"TABLET, EXTENDED RELEASE",ORAL,2014-09-10,2024-04-21
5128,100MG IRON/2ML (50MG IRON/ML),11433091,METHOD TO TREAT IDA IN ADULTS & PEDIATRIC PATIENTS 1 YR & OLDER WITH INTOLERANCE OR UNSATISFACTORY RESPONSE TO ORAL IRON & WEIGHING AT LEAST 46.7 KG BY ADMINISTERING IV FERRIC CARBOXYMALTOSE TO PROVIDE AT LEAST 0.7 G OF ELEMENTAL IRON IN < 15 MINUTES,INJECTAFER,AM REGENT,N,203565,RX,SOLUTION,INTRAVENOUS,2022-02-04,2027-01-08
1878,EQ 0.7MG BASE;EQ 0.18MG BASE,11020388,USE OF ZUBSOLV FOR TREATMENT OF OPIOID DEPENDENCE,ZUBSOLV,OREXO US INC,N,204242,RX,TABLET,SUBLINGUAL,2016-10-04,2032-09-18
2593,100MG;300MG;300MG,8486975,TREATMENT OF HIV-1 INFECTION IN ADULT PATIENTS AS A REPLACEMENT THERAPY IN VIROLOGICALLY SUPPRESSED ADULTS WITH NO HISTORY OF TREATMENT FAILURE AND NO KNOWN SUBSTITUTIONS ASSOCIATED WITH RESISTANCE TO THE INDIVIDUAL COMPONENTS OF DELSTRIGO,DELSTRIGO,MSD MERCK CO,N,210807,RX,TABLET,ORAL,2018-08-30,2031-10-07
3972,1%,9782425,TREATMENT OF INFLAMMATORY LESIONS OF ROSACEA.,SOOLANTRA,GALDERMA LABS LP,N,206255,RX,CREAM,TOPICAL,2014-12-19,2034-03-13
2029,13.5MG,10004729,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",XTAMPZA ER,COLLEGIUM PHARM INC,N,208090,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2016-04-26,2030-12-10
1679,10MG;7MG,8173708,MEMANTINE HCL/DONEPEZIL HCL COMBINATION FOR THE TREATMENT OF MODERATE TO SEVERE DEMENTIA OF THE ALZHEIMERS TYPE,NAMZARIC,ABBVIE,N,206439,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2016-07-18,2025-11-22
726,0.6MG,9675613,METHOD OF USING COLCHICINE FOR THE PROPHYLAXIS OF GOUT FLARES,MITIGARE,HIKMA INTL PHARMS,N,204820,RX,CAPSULE,ORAL,2014-09-26,2033-08-22
1982,5MG;EQ 10MG BASE,9126977,"METHOD OF TREATING SCHIZOPHRENIA BY ADMINISTERING THE ATYPICAL ANTIPSYCHOTIC OLANZAPINE AND SAMIDORPHAN, WITH REDUCED ANTIPSYCHOTIC INDUCED WEIGHT GAIN",LYBALVI,ALKERMES INC,N,213378,RX,TABLET,ORAL,2021-05-28,2031-08-23
4829,20MG,7208516,USE OF OTEZLA (APREMILAST) FOR THE TREATMENT OF PSORIATIC ARTHRITIS,OTEZLA,AMGEN INC,N,205437,RX,TABLET,ORAL,2014-03-21,2023-03-19
4228,50MG/PACKET,8324242,METHOD OF TREATING CYSTIC FIBROSIS,KALYDECO,VERTEX PHARMS INC,N,207925,RX,GRANULE,ORAL,2015-03-17,2027-08-05
4810,560MG,8563563,TREATMENT OF SMALL LYMPHOCYTIC LYMPHOMA WITH 17P DELETION,IMBRUVICA,PHARMACYCLICS LLC,N,210563,DISCN,TABLET,ORAL,2018-02-16,2027-04-26
4810,560MG,10016435,TREATMENT OF WALDENSTROMS MACROGLOBULINEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,DISCN,TABLET,ORAL,2018-02-16,2031-06-03
5010,125MG/PACKET;100MG/PACKET,9150552,TREATMENT OF CYSTIC FIBROSIS IN A PATIENT AGE 2-5 YEARS WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING LUMACAFTOR FORM I AND IVACAFTOR,ORKAMBI,VERTEX PHARMS INC,N,211358,RX,GRANULE,ORAL,2018-08-07,2028-12-04
5154,400MG;100MG,8633309,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,208341,RX,TABLET,ORAL,2016-06-28,2029-03-26
1386,200MG/5ML;2.5MG/5ML,9549907,"A METHOD OF INCREASING THE BIOAVAILABILITY OF GUAIFENESIN IN A SOLUTION CONTAINING 54% TO 66% BY WEIGHT OF PROPYLENE GLYCOL AND GLYCEROL, WHEREIN THE METHOD INCREASES THE CMAX BY AT LEAST 1.5 AND/OR INCREASES THE AUC (0-INF) BY AT LEAST 1.4",OBREDON,SOVEREIGN PHARMS,N,205474,DISCN,SOLUTION,ORAL,2014-11-14,2035-11-13
4757,120MG,11246850,METHOD OF TREATING MULTIPLE SCLEROSIS,TECFIDERA,BIOGEN INC,N,204063,RX,"CAPSULE, DELAYED RELEASE",ORAL,2013-03-27,2035-11-16
4830,10MG;5MG,8551957,METHOD OF TREATING TYPE 2 DIABETES MELLITUS BY ADMINISTERING LINAGLIPTIN IN COMBINATION WITH EMPAGLIFLOZIN,GLYXAMBI,BOEHRINGER INGELHEIM,N,206073,RX,TABLET,ORAL,2015-01-30,2029-10-14
4175,2.5MG;1GM,10022379,"USE OF A PHARMACEUTICAL COMPOSITION COMPRISING LINAGLIPTIN, METFORMIN AND A BASIC AMINO ACID TO TREAT TYPE 2 DIABETES MELLITUS",JENTADUETO XR,BOEHRINGER INGELHEIM,N,208026,RX,"TABLET, EXTENDED RELEASE",ORAL,2016-05-27,2029-04-02
1725,2.5MG;1GM,8501698,TREATMENT OF TYPE 2 DIABETES MELLITUS,XIGDUO XR,ASTRAZENECA AB,N,205649,RX,"TABLET, EXTENDED RELEASE",ORAL,2017-07-28,2027-06-20
4190,EQ 10MG BASE,8822481,FOR TREATMENT OF STEROID-REFRACTORY ACUTE GRAFT-VERSUS-HOST DISEASE (AGVHD),JAKAFI,INCYTE CORP,N,202192,RX,TABLET,ORAL,2011-11-16,2028-06-12
5067,EQ 2.3MG BASE,8871745,USE IN COMBINATION WITH LENALIDOMIDE AND DEXAMETHASONE FOR THE TREATMENT OF PATIENTS WITH MULTIPLE MYELOMA WHO HAVE RECEIVED AT LEAST ONE PRIOR THERAPY,NINLARO,TAKEDA PHARMS USA,N,208462,RX,CAPSULE,ORAL,2015-11-20,2027-08-06
1123,2MG/VIAL,9238076,AS AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN PATIENTS 10 TO 17 YEARS OF AGE WITH TYPE 2 DIABETES MELLITUS IN COMBINATION WITH INSULIN ALONE OR INSULIN PLUS ONE OTHER ORAL ANTIDIABETIC MEDICATION,BYDUREON,ASTRAZENECA AB,N,022200,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2012-01-27,2024-04-15
4716,EQ 30MG BASE,9029533,A METHOD OF TREATING CHRONIC MYELOGENOUS LEUKEMIA,ICLUSIG,TAKEDA PHARMS USA,N,203469,RX,TABLET,ORAL,2015-04-23,2026-12-22
1413,500MG,8617593,USE OF VASCEPA TO TREAT HYPERTRIGLYCERIDEMIA IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (>= 150 MG/DL) AND ON STATIN THERAPY,VASCEPA,AMARIN PHARMS,N,202057,RX,CAPSULE,ORAL,2017-02-16,2030-04-29
4811,200MG;50MG,8575135,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,208341,RX,TABLET,ORAL,2020-03-19,2032-11-16
496,36.25MG;145MG,8557283,TREATMENT OF PARKINSONS DISEASE,RYTARY,IMPAX LABS INC,N,203312,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2015-01-07,2028-12-26
5037,EQ 1.5MG BASE,7737142,TREATMENT OF DEPRESSIVE EPISODES ASSOCIATED WITH BIPOLAR I DISORDER (BIPOLAR DEPRESSION) WITH CARIPRAZINE,VRAYLAR,ABBVIE,N,204370,RX,CAPSULE,ORAL,2015-09-17,2029-09-17
4810,560MG,8999999,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,DISCN,TABLET,ORAL,2018-02-16,2031-06-03
4721,EQ 20MG BASE,9364470,A DOSING REGIMEN FOR THE TREATMENT OF  HYPERCHOLESTEROLEMIA AND HYPERLIPIDEMIA IN PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA USING AT LEAST THREE STEP-WISE INCREASING DOSES,JUXTAPID,AMRYT,N,203858,RX,CAPSULE,ORAL,2012-12-21,2025-03-07
1767,70MG,10500162,METHOD OF TREATING ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),ADHANSIA XR,PURDUE PHARMA LP,N,212038,DISCN,"CAPSULE, EXTENDED RELEASE",ORAL,2019-02-27,2035-10-30
4893,EQ 6.14MG BASE;15MG,10456399,"TREATMENT OF METASTATIC COLORECTAL CANCER ALONE OR WITH BEVACIZUMAB IN SEVERELY RENALLY IMPAIRED PATIENTS PREVIOUSLY TREATED WITH FLUOROPYRIMIDINE-, OXALIPLATIN- AND IRINOTECAN THERAPY, AN ANTI-VEGF BIOLOGIC, AND IF RAS WILD-TYPE, ANTI-EGFR THERAPY",LONSURF,TAIHO ONCOLOGY,N,207981,RX,TABLET,ORAL,2015-09-22,2037-02-03
1003,150MG;150MG;200MG;300MG,9457036,TREATMENT OF HIV INFECTION,STRIBILD,GILEAD SCIENCES INC,N,203100,RX,TABLET,ORAL,2012-08-27,2024-01-13
5280,EQ 100MG BASE,8912170,TREATMENT OF THROMBOCYTOPENIA IN ADULT PATIENTS WITH CHRONIC IMMUNE THROMBOCYTOPENIA (ITP) WHO HAVE HAD AN INSUFFICIENT RESPONSE TO A PREVIOUS TREATMENT,TAVALISSE,RIGEL PHARMS INC,N,209299,RX,TABLET,ORAL,2018-04-17,2026-06-17
5077,1.6MG,9173881,METHOD OF TREATING PULMONARY ARTERIAL HYPERTENSION COMPRISING ADMINISTERING SELEXIPAG IN COMBINATION WITH THE ENDOTHELIN RECEPTOR ANTAGONIST MACITENTAN,UPTRAVI,ACTELION,N,207947,RX,TABLET,ORAL,2015-12-21,2029-08-12
5288,100MG/ML,9956183,USE IN COMBINATION WITH CLOBAZAM FOR THE TREATMENT OF SEIZURES IN PATIENTS WITH DRAVET SYNDROME WHO HAVE BEEN PREVIOUSLY TREATED WITH CLOBAZAM,EPIDIOLEX,GW RES LTD,N,210365,RX,SOLUTION,ORAL,2018-09-28,2035-06-17
4810,280MG,10016435,TREATMENT OF WALDENSTROMS MACROGLOBULINEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
4802,EQ 1MG,8703781,"MEKINIST IS INDICATED, IN COMBINATION WITH DABRAFENIB, FOR THE ADJUVANT TREATMENT OF PATIENTS WITH MELANOMA WITH BRAF V600E OR V600K MUTATIONS,  AS DETECTED BY AN FDA-APPROVED TEST, AND INVOLVEMENT OF LYMPH NODE(S), FOLLOWING COMPLETE RESECTION",MEKINIST,NOVARTIS,N,204114,DISCN,TABLET,ORAL,2013-05-29,2030-10-15
968,3.5MG,10849857,PREVENTION OF PREGNANCY IN FEMALES OF REPRODUCTIVE AGE,DROSPIRENONE,EXELTIS USA INC,N,216285,DISCN,"TABLET, CHEWABLE",ORAL,2022-06-29,2031-06-28
66,6GM/30ML (200MG/ML),8722738,METHOD OF TREATING ACETAMINOPHEN OVERDOSE WITH ACETYLCYSTEINE SOLUTIONS,ACETADOTE,CUMBERLAND PHARMS,N,021539,RX,INJECTABLE,INTRAVENOUS,2004-01-23,2032-04-06
5446,3MG,9062014,"TREATMENT OF RELAPSING FORMS OF MULTIPLE SCLEROSIS (MS), TO INCLUDE CLINICALLY ISOLATED SYNDROME, RELAPSING-REMITTING DISEASE, AND ACTIVE SECONDARY PROGRESSIVE DISEASE, IN ADULTS",PONVORY,JANSSEN PHARMS,N,213498,RX,TABLET,ORAL,2021-03-18,2032-05-06
2406,10MG;EQ 40MG BASE,10376470,TREATMENT OF HYPERLIPIDEMIA,ROSZET,ALTHERA PHARMS,N,213072,DISCN,TABLET,ORAL,2021-03-23,2033-05-01
5383,EQ 0.23MG BASE,10239846,INDICATED FOR THE TREATMENT OF MODERATELY TO SEVERELY ACTIVE ULCERATIVE COLITIS,ZEPOSIA,CELGENE INTL,N,209899,RX,CAPSULE,ORAL,2020-03-25,2030-11-15
419,0.08MG/INH;0.0045MG/INH,8143239,USE FOR MAINTENANCE TREATMENT OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,SYMBICORT,ASTRAZENECA,N,021929,RX,"AEROSOL, METERED",INHALATION,2006-07-21,2023-01-29
5207,EQ 12MG BASE/5ML (EQ 2.4MG BASE/ML),9717750,TREATMENT OF TYPE III SPINAL MUSCULAR ATROPHY,SPINRAZA,BIOGEN IDEC,N,209531,RX,SOLUTION,INTRATHECAL,2016-12-23,2030-06-17
