code,description
U-1237,"COMBO W/ OTHER ANTIRETROVIRALS FOR TX OF HIV-1 IN ANTIRETROVIRAL TX-EXPERIENCED PT 6 YEARS UP, WHO HAVE EVIDENCE OF VIRAL REPLICATION AND HIV-1 STRAINS RESISTANT TO NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR AND OTHER  ANTIRETROVIRALS"
U-980,NONSTEROIDAL ANTI-INFLAMMATORY DRUG INDICATED FOR RELIEF OF MILD TO MODERATE ACUTE PAIN
U-714,"TOPICAL TREATMENT OF INTERDIGITAL TINEA PEDIS AND TINEA CORPORIS DUE TO TRICHOPHYTON RUBRUM, TRICHOPHYTON MENTAGROPHYTES OR EPIDERMOPHYTON FLOCCOSUM"
U-1264,TREATMENT OF A RESPIRATORY DISEASE
U-1864,TREATMENT OF MYOCARDIAL INFARCTION
U-2824,MAINTENANCE TREATMENT WITH BEVACIZUMAB OF PRIMARY PERITONEAL CANCER IN COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM CHEMOTHERAPY AND HOMOLOGOUS RECOMBINATION DEFICIENCY-POSITIVE WITH GENOMIC INSTABILITY
U-3128,"TREATMENT OF COMPLICATED URINARY TRACT INFECTIONS (CUTI) INCLUDING PYELONEPHRITIS CAUSED BY THE FOLLOWING SUSCEPTIBLE MICROORGANISMS: ESCHERICHIA COLI, KLEBSIELLA PNEUMONIA, ENTEROBACTER CLOACAE SPECIES COMPLEX WITH MEROPENEM & VABORBACTAM AS SPECIFIED"
U-1848,"TREATMENT OF METASTATIC ADENOCARCINOMA OF THE PANCREAS THAT HAS PROGRESSED ON GEMCITABINE-BASED THERAPY, IN COMBINATION WITH 5-FLUOROURACIL AND LEUCOVORIN"
U-3384,A METHOD FOR TREATING AML BY ADMINISTERING A PHARMACEUTICAL COMPOSITION COMPRISING IVOSIDENIB WHEREIN THE AML IS NEWLY DIAGNOSED AND CHARACTERIZED BY A MUTANT IDH1 AND THE COMPOSITION IS ADMINISTERED IN COMBINATION WITH AZACITIDINE
U-2439,"TREATMENT OF MENOPAUSE SYMPTOMS, INCLUDING VASOMOTOR SYMPTOMS"
U-2428,TREATMENT OF PARTIAL-ONSET SEIZURES WITH OR WITHOUT SECONDARILY GENERALIZED SEIZURES IN PATIENTS WITH EPILEPSY 4 YEARS OF AGE AND OLDER
U-1029,METHOD FOR TREATING ACUTE ELEVATIONS OF BLOOD PRESSURE IN HUMAN SUBJECT IN NEED THEREOF
U-3062,"REDUCING THE RISK OF CARDIOVASCULAR DEATH AND HEART FAILURE (HF) HOSPITALIZATION FOLLOWING A HOSPITALIZATION FOR HF OR NEED FOR OUTPATIENT IV DIURETICS, IN ADULTS WITH SYMPTOMATIC CHRONIC HF AND EJECTION FRACTION LESS THAN 45%"
U-2399,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS 12 YEARS AND OLDER, WITH A F508DEL OR G551D CFTR GENE MUTATION AND A A455E, 2789+5G->A, OR 3849+10KBC->T MUTATION, COMPRISING CONCURRENT COADMINISTRATION OF THE COMPOSITIONS OF CLAIM 1 OF U.S PATENT 10058546"
U-3004,TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME BY AVOIDING THE AVOIDING THE USE OF TASIMELTEON IN COMBINATION WITH A STRONG CYP1A2 INHIBITOR
U-2257,"TREATING SHPT IN CKD WITH SUSTAINED RELEASE CALCIFEDIOL TO REDUCE SERUM PARATHYROID HORMONE LEVEL AND CHANGE IN SERUM CONCENTRATION OF CALCIFEDIOL IN DOSE INTERVAL IS REDUCED COMPARED TO BOLUS IV INJECTION AND IMMEDIATE-RELEASE, ORAL DOSING"
U-2707,USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE OCCURRENCE OF A CARDIOVASCULAR EVENT IN AN ADULT PATIENT WITH HYPERCHOLESTEROLEMIA
U-2821,MAINTENANCE TREATMENT WITH BEVACIZUMAB OF FALLOPIAN TUBE CANCER IN COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM CHEMOTHERAPY AND HOMOLOGOUS RECOMBINATION DEFICIENCY-POSITIVE WITH A DELETERIOUS OR SUSPECTED DELETERIOUS BRCA MUTATION
U-3571,TREATMENT OF RELAPSED OR REFRACTORY MYELOID/LYMPHOID NEOPLASMS WITH FGFR1 REARRANGEMENT BY ADMINISTERING PEMIGATINIB WHILE AVOIDING THE CONCOMITANT USE OF STRONG AND MODERATE CYP3A INHIBITORS
U-594,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS
U-300,INDICATED FOR THE REDUCTION OF ELEVATED TOTAL AND LDL CHOLESTEROL LEVELS IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA
U-2187,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 29 AND 39
U-486,EXTERNAL PREPARATION FOR APPLICATION TO THE SKIN CONTAINING LIDOCAINE-DRUG RETAINING LAYER PLACED ON SUPPORT AND COMPRISES ADHESIVE GEL BASE 1-10% BY WEIGHT OF LIDOCAINE
U-1228,METHOD OF TREATING TYPE 2 DIABETES MELLITUS IN PATIENTS FOR WHOM TREATMENT WITH BOTH SITAGLIPTIN AND METFORMIN HCL EXTENDED RELEASE IS APPROPRIATE ALONE OR IN COMBINATION WITH INSULIN
U-943,GNRH ANTAGONIST INDICATED FOR TREATMENT OF PATIENTS WITH ADVANCED PROSTATE CANCER
U-1951,TREATMENT OF ONYCHOMYCOSIS OF A TOENAIL
U-3513,TREATMENT OF SCHIZOPHRENIA IN ADULTS
U-1778,METHOD FOR TREATING MULTIPLE MYELOMA
U-2475,METHOD OF TREATING SOLID TUMORS THAT EXHIBIT AN NTRK GENE FUSION IN A PEDIATRIC PATIENT
U-1790,FOR USE IN TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) AND/OR NON-HODGKINS LYMPHOMA
U-576,ALREX OPHTHALMIC SUSPENSION IS INDICATED FOR THE TEMPORARY RELIEF OF THE SIGNS AND SYMPTOMS OF SEASONAL ALLERGIC CONJUNCTIVITIS.
U-3048,A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE INTOLERANCE TO ORAL IRON OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE 500 TO 750 MG OF ELEMENTAL IRON
U-3469,AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES MELLITUS
U-1496,METHOD TO TREAT HEMANGIOMA.
U-3034,TREATMENT OF TRD IN ADULTS BY NASALLY ADMINISTERING 56MG OR 84MG OF ESKETAMINE 2X WEEKLY FOR 4 WEEKS DURING THE INDUCTION PHASE IN CONJUNCTION WITH AN ORAL ANTIDEPRESSANT
U-1578,TREATMENT OF ACUTE OTITIS MEDIA
U-1786,TREATMENT OF PATIENTS WITH RELAPSING FORMS OF MULTIPLE SCLEROSIS WHILE MANAGING THE RISK OF TERIFLUNOMIDE AND ROSUVASTATIN INTERACTION BY LIMITING THE ROSUVASTATIN DOSE TO NO MORE THAN 10MG AND/OR ADMINISTERING ABOUT HALF THE NORMAL DOSE
U-1142,"TREATMENT OF PRIMARY AND MIXED DYSLIPIDEMIA BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT, WITH PRETREATMENT WITH A FLUSH INHIBITING AGENT SUCH AS ASPIRIN"
U-1334,METHODS OF TREATING DIABETES  COMPRISING ADMINISTERING AN INSULIN SENSITIVITY ENHANCER SUCH AS PIOGLITAZONE IN COMBINATION WITH AN INSULIN SECRETION ENHANCER
U-2221,TREATING REFRACTORY HYPOTENSION WITH ABOUT 20 NG/KG/MIN ANGIOTENSIN II IN A PATIENT RECEIVING VASOPRESSOR
U-3283,TREATMENT OF ENDOGENOUS HYPERCORTISOLEMIA IN PATIENTS WITH CUSHING’S SYNDROME FOR WHOM SURGERY IS NOT AN OPTION OR HAS NOT BEEN CURATIVE
U-871,"METHOD OF REDUCING RISK OF MYOCARDIAL INFARCTION, STROKE AND DEATH"
U-2031,TAFINLAR IS INDICATED AS A SINGLE AGENT FOR THE TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC MELANOMA WITH BRAF V600E MUTATION AS DETECTED BY AN FDA-APPROVED TEST
U-994,METHOD OF TREATMENT OF OSTEOPOROSIS WHEREIN THE OSTEOPOROSIS IS STEROID-INDUCED
U-1011,USE OF GRANISETRON TRANSDERMAL SYSTEM TO TREAT/PREVENT CHEMOTHERAPY INDUCED NAUSEA AND VOMITING
U-1664,TREATMENT OF BACTERIAL VAGINOSIS WITH METRONIDAZOLE GEL
U-1360,USE OF POMALIDOMIDE FOR THE TREATMENT OF MULTIPLE MYELOMA
U-2694,USE OF VASCEPA TO LOWER TRIGLYCERIDES IN A MIXED DYSLIPIDEMIA ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON STATIN THERAPY
U-1414,USE OF REVLIMID (LENALIDOMIDE) FOR THE TREATMENT OF MANTLE CELL LYMPHOMA (MCL)
U-2961,"USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF MYOCARDIAL INFARCTION, STROKE, BOTH IN AN ADULT PATIENT WITH TYPE 2 DIABETES MELLITUS"
U-1335,METHODS OF MODIFYING GLUCOSE METABOLISM AND TREATING DIABETES COMPRISING ADMINISTERING A DIPEPTIDYL PEPTIDASE INHIBITOR AND ONE OR MORE OTHER THERAPEUTIC AGENTS SUCH AS METFORMIN
U-2811,METHOD OF TREATING PARKINSONS DISEASE
U-3517,A METHOD FOR ADMINISTERING A THERAPEUTIC DOSE OF AN OPIOID ANTAGONIST COMPRISING AN EMERGENCY SYRINGE DEVICE INCLUDING A WINDOW CONFIGURED TO ALLOW THE USER TO VIEW THE OPIOID ANTAGONIST IN THE SYRINGE
U-3515,A METHOD FOR ADMINISTERING A THERAPEUTIC DOSE OF AN OPIOID ANTAGONIST COMPRISING AN EMERGENCY SYRINGE DEVICE
U-2915,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 26 AND 31 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 26
U-2444,TREATMENT OF SUBJECTS HAVING BACTERIAL SKIN OR SKIN STRUCTURE INFECTION
U-1766,TREATMENT OF HYPERKALEMIA
U-2084,TREATMENT OF SEVERE CHRONIC PAIN VIA INTRATHECAL INFUSION OF ZICONOTIDE IN PATIENTS ALSO RECEIVING MORPHINE
U-228,ASTHMA
U-3093,"IN COMBINATION WITH DEXAMETHASONE TO TREAT RELAPSED OR REFRACTORY MULTIPLE MYELOMA (REFACTORY TO AT LEAST 1 PROTEASOME INHIBITOR, 1 IMMUNOMODULATORY AGENT, AND 1 ANTI-CD38 MAB) IN ADULTS WHO RECEIVED AT LEAST 4 PRIOR LINES OF THERAPY"
U-547,MAINTENANCE MONOTHERAPY FOR BIPOLAR DISORDER
U-1803,TREATMENT OF HYPERURICEMIA
U-1586,FOR EFFECT ON BLOOD GLUCOSE PARAMETERS IN PATIENTS WITH INSULIN RESISTANCE
U-1173,"TO REDUCE ELEVATED TOTAL-C, LDL-C, APO B AND NON-HDL-C IN PATIENTS WITH PRIMARY HYPERLIPIDEMIA BY ADMINISTRATION OF EZETIMIBE ALONE OR IN COMBINATION WITH A STATIN OR WITH FENOFIBRATE"
U-274,ZANAMIVIR FOR INHALATION
U-1115,TREATMENT TO REDUCE THE RISK OF COPD EXACERBATIONS IN PATIENTS WITH SEVERE COPD ASSOCIATED WITH CHRONIC BRONCHITIS AND A HISTORY OF EXACERBATIONS
U-557,NASAL TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS
U-3075,TREATMENT OF ADRENAL INSUFFICIENCY
U-2349,FOR ONCE-DAILY MAINTENANCE TREATMENT OF ASTHMA AS PROPHYLACTIC THERAPY IN PATIENTS AGED 5 YEARS AND OLDER
U-957,A METHOD OF TREATING CANCER IN A PATIENT COMPRISING ADMINISTERING IXABEPILONE OR PHARMACEUTICAL COMPOSITIONS COMPRISING IXABEPILONE
U-1297,TREATMENT OF PULMONARY ARTERIAL HYPERTENSION BY INHIBITING ENDOTHELIN RECEPTORS
U-3277,USE FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH TUBEROUS SCLEROSIS COMPLEX
U-3097,"EXTENDED ADJUVANT TREATMENT OF ADULT PATIENTS WITH EARLY-STAGE HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2)-POSITIVE BREAST CANCER, TO FOLLOW ADJUVANT TRASTUZUMAB BASED THERAPY"
U-2513,MAINTENANCE TREATMENT OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)
U-1917,"TREATMENT OF EXOCRINE PANCREATIC CANCER THAT HAS PROGRESSED ON GEMCITABINE-BASED THERAPY, IN COMBINATION WITH 5-FLUOROURACIL AND LEUCOVORIN"
U-900,INTEGRASE INHIBITION FOR THE TREATMENT OF HIV INFECTION
U-837,GASTROINTESTINAL LAVAGE INDICATED FOR CLEANSING OF THE COLON AS A PREPARATION FOR COLONOSCOPY IN ADULTS
U-3642,A METHOD OF TREATING CARDIOVASCULAR DISEASE
U-3278,A METHOD OF REDUCING POST-SURGICAL PAIN FOLLOWING OCULAR SURGERY
U-2869,"IV ADMINISTRATION OF CANGRELOR BEFORE PCI AND CONTINUOUS INFUSION FOR AT LEAST 2 HOURS OR THE DURATION OF THE PCI AND, DURING OR AFTER THE CONTINUOUS INFUSION, ADMINISTRATION OF A LOADING DOSE OF TICAGRELOR OR AN EQUIVALENT THERAPY (PER LABELING)"
U-3547,INTRAVENOUS SOTALOL DOSING REGIMEN FOR ACHIEVING STEADY STATE EXPOSURE IN A FACILITY THAT CAN PROVIDE ELECTROCARDIOGRAPHIC MONITORING
U-2146,IMPROVEMENT IN GLYCEMIC CONTROL IN DIABETES MELLITUS PATIENTS BY USE OF A PEN INJECTOR WITH A ROTATING DRIVE SLEEVE
U-3428,TREATMENT OF CYSTIC FIBROSIS IN A PATIENT AGE 1-5 YEARS WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING THE DOSAGE UNIT COMPRISING LUMACAFTOR AND IVACAFTOR AS RECITED IN CLAIM 1 OF US PATENT 9192606
U-1504,USE OF OTEZLA (APREMILAST) FOR INHIBITING PDE4
U-856,SUPPORT EMBRYO IMPLANTATION AND EARLY PREGNANCY BY SUPPLEMENTATION OF CORPUS LUTEAL FUNCTION AS PART OF AN ASSISTED REPRODUCTIVE TECHNOLOGY (ART) TREATMENT PROGRAM FOR INFERTILE WOMEN
U-785,"USE AS REPLACEMENT SOLUTION, HEMOFILTRATION SOLUTION OR HEMODIAFILTRATION SOLUTION IN CONTINUOUS RENAL REPLACEMENT THERAPY"
U-826,RELIEF OF MODERATE TO SEVERE PAIN
U-2241,TREATMENT OF SMALL LYMPHOCYTIC LYMPHOMA WITH 17P DELETION
U-2193,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING A DOSAGE FORM COMPRISING MICRONIZED BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 66 AND 75
U-432,"REDUCTION OF ATHEROSCLEROTIC EVENTS (MYOCARDIAL INFARCTION, STROKE, AND VASCULAR DEATH) IN PATIENTS WITH ATHEROSCLEROSIS DOCUMENTED BY RECENT STROKE, RECENT MYOCARDIAL INFARCTION OR ESTABLISHED PERIPHERAL ARTERIAL DISEASE"
U-1302,TREATMENT OF PULMONARY EMBOLISM (PE)
U-2079,"PIRFENIDONE DOSE ESCALATION REGIMEN FOR TREATMENT OF FIBROSIS AS 801 MG/DAY FOR DAYS 1-7 OF THE REGIMEN, 1602 MG/DAY FOR DAYS 8-14 OF THE REGIMEN, AND 2403 MG/DAY FOR AT LEAST DAY 15 OF THE REGIMEN"
U-910,TREATMENT OF METASTATIC CARCINOMA OF THE OVARY AFTER FAILURE OF INITIAL OR SUBSEQUENT CHEMOTHERAPY
U-2725,A METHOD OF TREATING PULMONARY HYPERTENSION AND PULMONARY ARTERIAL HYPERTENSION BY ADMINISTERING AN ORAL OSMOTIC PHARMACEUTICAL DOSAGE FORM
U-3154,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE WITH A COMPOSITION COMPRISING ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR; AND ANOTHER COMPOSITION COMPRISING IVACAFTOR"
U-2033,"MEKINIST IS INDICATED, AS A SINGLE AGENT OR IN COMBINATION WITH DABRAFENIB, FOR THE TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC MELANOMA WITH BRAF V600E OR V600K MUTATIONS"
U-293,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH A CORTICOSTEROID
U-2248,TEZACAFTOR AND IVACAFTOR FOR THE TREATMENT OF CYSTIC FIBROSIS IN PATIENTS WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION OR HETEROZYGOUS FOR THE F508DEL MUTATION AND A SECOND MUTATION THAT IS RESPONSIVE TO TEZACAFTOR/IVACAFTOR
U-921,TREATMENT OF ACNE VULGARIS
U-2261,MODIFIED DOSING REGIMEN FOR THE MANAGEMENT OF MILD TO MODERATE PAIN OR MANAGEMENT OF MODERATE TO SEVERE PAIN AS AN ADJUNCT TO OPIOID ANALGESICS
U-1104,USE OF TRAMADOL FOR THE MANAGEMENT OF MODERATE TO MODERATELY SEVERE CHRONIC PAIN
U-2491,A METHOD FOR DELIVERING A COMPOSITION TO A MUCUS MEMBRANE
U-147,DETECTION OF GASTROINTESTINAL DISORDERS AND THE SUBSEQUENT BREATH COLLECTION AND MEASUREMENT OF 13CO2
U-1292,"TREATMENT OF DISEASES OR CONDITIONS BY THE USE OF A DELAYED RELEASE 1, 2, OR 5 MG PREDNISONE TABLET"
U-3197,MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE AN OPIOID ANALGESIC AND FOR WHICH ALTERNATIVE TREATMENTS ARE INADEQUATE
U-1018,TREATMENT OF PULMONARY HYPERTENSION BY INHALATION
U-2332,INDICATED IN COMBINATION WITH ENCORAFENIB FOR THE TREATMENT OF MELANOMA MEDIATED BY A B-RAF PROTEIN KINASE
U-1920,USE OF EXTENDED RELEASE ORAL 25-HYDROXYVITAMIN D3 IN TREATING SECONDARY HYPERPARATHYROIDISM IN ADULT PATIENTS HAVING CHRONIC KIDNEY DISEASE STAGE 3 OR STAGE 4
U-2176,TREATING OPIOID ADDICTION BY ADMINISTERING BUPRENORPHINE
U-2967,TREATMENT OF CF IN A PATIENT AGE 4 MONTHS TO <6 YEARS WHO HAS ONE MUTATION IN THE CFTR GENE THAT IS RESPONSIVE TO IVACAFTOR BASED ON CLINICAL AND/OR IN VITRO ASSAY DATA USING THE COMPOSITION RECITED IN CLAIM 1 OF US 10272046
U-173,ADMINISTRATION TO A HOST SUFFERING FROM GESTATIONAL DIABETES
U-2658,TREATMENT OF ADULT PATIENTS WITH ORAL ULCERS ASSOCIATED WITH BEHCETS DISEASE
U-470,THERAPY IN CHRONIC HEPATITIS B VIRUS INFECTION
U-3577,"TREATMENT OF NARCOLEPSY-RELATED CATAPLEXY OR EXCESSIVE DAYTIME SLEEPINESS USING A SINGLE DAILY, BEDTIME DOSE OF A GAMMA-HYDROXYBUTYRATE FORMULATION"
U-3378,MOUNJARO IS INDICATED AS AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES MELLITUS
U-1645,"TREATMENT OF PARKINSONS DISEASE, POST-ENCEPHALITIC PARKINSONISM, AND PARKINSONISM THAT MAY FOLLOW CARBON MONOXIDE INTOXICATION OR MANGANESE INTOXICATION"
U-1129,"TREATMENT OF HYPERCHOLESTEROLEMIA BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT, WITH PRETREATMENT WITH A FLUSH INHIBITING AGENT SUCH AS ASPIRIN"
U-2529,TREATMENT OF A MODERATE MILD CLINICAL PHENOTYPE OF CF USING IVACAFTOR IN A PATIENT AGE 6 MONTHS TO <6 YEARS WHO HAS ONE CFTR MUTATION RESPONSIVE TO IVACAFTOR BASED ON CLINICAL AND/OR IN VITRO ASSAY DATA
U-205,METHOD FOR TREATING HEARTBURN
U-775,METHOD OF TREATING TYPE 2 DIABETES MELLITUS BY ADMINISTERING A DIPEPTIDYL PEPTIDASE-IV INHIBITOR IN COMBINATION WITH METFORMIN AND/OR A SULFONYLUREA
U-2158,DECREASING GASTRIC MOTILITY OR DELAYING GASTRIC EMPTYING BY USING A SUSTAINED-RELEASE COMPOSITION
U-2710,A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE
U-2379,USE IN IDENTIFICATION OF INTRAOCULAR MEMBRANES TO FACILITATE REMOVAL DURING OPHTHALMIC SURGERY
U-18,METHOD FOR INHIBITING GASTRIC SECRETION IN MAMMALS
U-817,NASAL ADMINISTRATION OF CYANOCOBALAMIN
U-1248,USE OF TOPICAL DICLOFENAC ON THE KNEE AND A SECOND TOPICAL MEDICATION ON THE SAME KNEE
U-955,PROPHYLACTIC TREATMENT OF MIGRAINE
U-2438,CARDIOVASCULAR OUTCOMES TRIAL OF LIRAGLUTIDE 1.8 MG IN PATIENTS WITH TYPE 2 DIABETES AND CARDIOVASCULAR DISEASE
U-601,TREATMENT OF BIPOLAR DISORDER
U-946,TREATMENT OF BREAST CANCER
U-2315,TREATMENT OF MULTIPLE SCLEROSIS IN THE PEDIATRIC PATIENT POPULATION WITH 0.25 MG FINGOLIMOD
U-3313,METHOD OF TREATING IDA IN ADULT PATIENTS WITH NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE & WEIGHING AT LEAST 40 KG BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE AT LEAST ABOUT 0.6 GRAMS OF ELEMENTAL IRON
U-45,TREATMENT OF INFLAMMATION AND ANALGESIA
U-305,METHODS FOR USING THE DRUG PRODUCT
U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA
U-1448,TREATING SEVERE HYPERTRIGLYCERIDEMIA
U-457,METHOD OF TREATING A VAGINAL FUNGAL INFECTION IN A FEMALE HUMAN
U-2887,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETIS BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING MICRONIZED BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 28 AND 29
U-792,TREATMENT OF SEBORRHEA DERMATITIS IN HUMANS
U-2436,USE IN THE TREATMENT OF MAJOR DEPRESSIVE DISORDER TO IMPROVE TREATMENT EMERGENT SEXUAL DYSFUNCTION (TESD) INDUCED BY PRIOR SEROTONIN REUPTAKE INHIBITOR TREATMENT
U-1197,METHOD OF TREATMENT OF CHILDREN WITH CENTRAL PRECOCIOUS PUBERTY
U-427,METHOD OF TREATING ALLERGIC REACTIONS IN MAMMALS
U-1797,METHOD OF TREATING PULMONARY ARTERIAL HYPERTENSION COMPRISING ADMINISTERING A PHARMACEUTICAL COMPOSITION COMPRISING SELEXIPAG
U-2989,METHOD OF USE AS ADJUNCTIVE THERAPY IN THE TREATMENT OF PRIMARY GENERALIZED TONIC-CLONIC SEIZURES IN PATIENTS 4 YEARS OF AGE AND OLDER
U-3399,"FOR CHRONIC WEIGHT MANAGEMENT IN ADULTS WITH BMI >=30 KG/M2, AND PATIENTS AGE 12-17 WITH BMI >=30 KG/M2 AND IN THE 95TH PERCENTILE OR GREATER (STANDARDIZED FOR AGE AND SEX), EACH HAVING A WEIGHT-RELATED COMORBIDITY"
U-549,USE IN THE TREATMENT OF MEN WITH ADVANCED SYMPTOMATIC PROSTATE CANCER
U-2054,ADMINISTERING PIRFENIDONE WHILE AVOIDING CONCOMITANT ADMINISTRATION OF A STRONG INDUCER OF CYP1A2 TO AVOID REDUCED PIRFENIDONE EFFICACY
U-1434,TREATMENT OF PANCREATIC CANCER
U-3504,A METHOD TO DECREASE THE INCIDENCE OF CHEMOTHERAPY-INDUCED MYELOSUPPRESSION IN ADULT PATIENTS WHEN ADMINISTERED PRIOR TO A PLATINUM/ETOPOSIDE-CONTAINING REGIMEN THAT INCLUDES AN IMMUNE CHECKPOINT INHIBITOR FOR EXTENSIVE-STAGE SMALL CELL CANCER
U-219,TREATMENT OF PARKINSONS DISEASE
U-2862,USE FOR THE TREATMENT OF FOCAL SEIZURES IN PATIENTS WITH DRAVET SYNDROME
U-2539,"IN COMBINATION WITH FULVESTRANT FOR TREATMENT OF POSTMENOPAUSAL WOMEN, AND MEN, WITH HR-POSITIVE, HER-2-NEGATIVE, PIK3CA-MUTATED, ADVANCED OR METASTATIC BREAST CANCER"
U-1729,REDUCE THE RISK OF RECURRENT DEEP VEIN THROMBOSIS (DVT)
U-2875,"ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETIS BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING MICRONIZED BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 7, 8, AND 9"
U-3122,"ADJUNCT TO DIET EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETIS BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 13, 23, AND 24"
U-575,"LOTEMAX OPHTHALMIC SUSPENSION IS INDICATED FOR THE TREATMENT OF STEROID RESPONSIVE CONDITIONS OF THE PALPEBRAL BULBAR CONJUNCTIVA, CORNEA AND ANTERIOR SEGMENT OF THE GLOBE."
U-438,TREATMENT/PREVENTION OF NEURODEGENERATIVE DISEASE
U-1005,METHOD OF TREATING A STAPHYLOCOCCAL INFECTION
U-2512,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 12 YEARS AND OLDER, WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION OR HAVE AT LEAST ONE CFTR MUTATION THAT IS RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH AN EFFECTIVE AMOUNT OF TEZACAFTOR AND IVACAFTOR"
U-2631,TREATMENT OF COMPLICATED URINARY TRACT INFECTION
U-1387,REDUCTION IN RISK OF HOSPITALIZATION IN PATIENTS WITH A HISTORY OF PAROXYSMAL OR PERSISTENT AF WITHOUT SEVERE HEART FAILURE AND WITH ONE OR MORE RISK FACTORS BY ADMINISTRATION TWICE A DAY WITH MORNING AND EVENING MEALS
