act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
180698,58,2747,Bacterial urease,Enzyme,Q03282|Q03283|Q03284,ureA|ureB|ureC,URE3_ECOLX|URE2_ECOLX|URE1_ECOLX,,,Mechanism of Action; CHEMBL2364683; PROTEIN COMPLEX,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL734,INHIBITOR,,,,,Escherichia coli
218617,1314,4502,Sur1-Trpm4; Sulfonylurea receptor 1 - Transient receptor potential melastatin 4,Ion channel,Q09429|Q9ESQ5,Abcc8|Trpm4,ABCC8_RAT|TRPM4_RAT,7.32,EC50,activity measured in native reactive (type R1) rat astrocytes,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/13679426,,INHIBITOR,,Tclin|Tclin,2885.0,,Rattus norvegicus
213504,5039,690,Carbonic anhydrase 6,Enzyme,P23280,CA6,CAH6_HUMAN,4.75,Ki,Inhibition of human CA6 using 4-nitrophenylacetate substrate by esterase assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182773,2755,241,Dihydrofolate reductase,Enzyme,P00374,DHFR,DYR_HUMAN,8.0,Ki,Inhibition of recombinant Dihydrofolate reductase from humans.,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
224174,1427,843,Voltage-dependent N-type calcium channel subunit alpha-1B,Ion channel,Q00975,CACNA1B,CAC1B_HUMAN,4.66,IC50,Inhibition of endogenous human CaV2.2 in human SH-SY5Y cells in presence of nifedipine by Calcium 4 dye based calcium influx fluorescence-imaging assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164253,1882,202,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,6.7,EC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
183550,3557,1768,Delta-type opioid receptor,GPCR,P33533,Oprd1,OPRD_RAT,4.54,IC50,In vitro inhibition of [3H]- [p-Cl-Phe4]DPDPE binding to Opioid receptor delta 1 using rat brain membranes.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
216765,1067,2119,Lanosterol 14-alpha demethylase,Enzyme,P9WPP9,cyp51,CP51_MYCTU,4.0,Kd,,CHEMBL,=,,,,,,,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
216761,960,3902,UDP-galactopyranose mutase,Enzyme,P9WIQ1,glf,GLF_MYCTU,4.49,AC50,active,CHEMBL,=,,,,,,,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
181708,1863,56,Prostaglandin G/H synthase 2,Enzyme,P35354,PTGS2,PGH2_HUMAN,,,Mechanism of Action; CHEMBL230; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1070,INHIBITOR,,Tclin,,,Homo sapiens
187755,4187,823,Ephrin type-A receptor 6,Kinase,Q9UF33,EPHA6,EPHA6_HUMAN,7.19,Kd,Binding constant for EPHA6 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216780,849,3869,Female germline-specific tumor suppressor gld-1,Unclassified,Q17339,gld-1,GLD1_CAEEL,5.14,IC50,Active,CHEMBL,=,,,,,,,,,,Caenorhabditis elegans
134553,1987,2849,Phosphodiesterase 3,Enzyme,Q13370|Q14432,PDE3B|PDE3A,PDE3B_HUMAN|PDE3A_HUMAN,,,Mechanism of Action,DRUG LABEL,,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/9726653,INHIBITOR,,Tclin|Tclin|Tclin|Tclin,,288.0,Homo sapiens
187745,4187,2204,Ankyrin repeat and protein kinase domain-containing protein 1,Kinase,Q8NFD2,ANKK1,ANKK1_HUMAN,6.11,Kd,Binding constant for ANKK1 kinase domain,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
186184,1282,2245,Citron Rho-interacting kinase,Kinase,O14578,CIT,CTRO_HUMAN,5.89,Kd,Binding constant for CIT kinase domain,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
215404,495,390,Vasopressin V1a receptor,GPCR,P37288,AVPR1A,V1AR_HUMAN,7.39,EC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
172480,4934,3405,Interleukin-17A,Cytokine,Q16552,IL17A,IL17_HUMAN,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/23253932,https://pubmed.ncbi.nlm.nih.gov/23253932,ANTIBODY BINDING,1.0,Tclin,153.0,153.0,Homo sapiens
185710,2389,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.55,Ki,Binding affinity to human cloned muscarinic M1 receptor,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164230,958,209,Thymidylate synthase,Enzyme,P04818,TYMS,TYSY_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
214692,1310,1127,Excitatory amino acid transporter 2,Transporter,P43004,SLC1A2,EAA2_HUMAN,4.21,Ki,Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219392,391,399,"Carbonic anhydrase 5B, mitochondrial",Enzyme,Q9Y2D0,CA5B,CAH5B_HUMAN,5.17,Ki,Inhibition of human CA5B by stopped-flow CO2 hydrase assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
215967,4305,2549,"cGMP-specific 3',5'-cyclic phosphodiesterase",Enzyme,O77746,PDE5A,PDE5A_CANFA,8.28,IC50,,CHEMBL,=,,,,,,,,,,Canis familiaris
186253,1751,2102,Dihydrofolate reductase,Enzyme,B0BL08,dfrA17,B0BL08_ECOLX,10.68,Ki,Binding affinity against Dihydrofolate reductase of Escherichia coli,CHEMBL,=,,,,,,,,,,Escherichia coli
163388,1027,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
223234,5537,1768,Delta-type opioid receptor,GPCR,P33533,Oprd1,OPRD_RAT,9.57,Ki,Binding affinity against Opioid receptor delta 1 isolated from rat brain membrane was determined using [3H][Ile]-deltorphin as radioligand,CHEMBL,=,,,,,,,,,,Rattus norvegicus
37865,2651,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.108,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
187826,4187,2454,Mitogen-activated protein kinase kinase kinase 12,Kinase,Q12852,MAP3K12,M3K12_HUMAN,6.77,Kd,Binding constant for DLK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
181560,3201,2104,Glutamate receptor 1,Ion channel,P19490,Gria1,GRIA1_RAT,6.32,Ki,"Displacement of (R,S)-[5-methyl-3H]AMPA from rat recombinant flop iGluR1 expressed in Sf9 cells",CHEMBL,=,,,,,,,,,,Rattus norvegicus
188469,4362,1912,Catechol O-methyltransferase,Enzyme,P22734,Comt,COMT_RAT,5.15,IC50,Inhibition of Sprague-Dawley rat liver COMT after 10 mins using 0.05 uCi [14CH3]-SAM as substrate,CHEMBL,=,,,,,,,,,,Rattus norvegicus
186642,2441,770,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'",Enzyme,P51160,PDE6C,PDE6C_HUMAN,7.41,IC50,Inhibition of human recombinant PDE6C at 1 uM by [3H]cGMP based tritium scintillation proximity assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
188422,4359,2132,Serine/threonine-protein kinase DCLK3,Kinase,Q9C098,DCLK3,DCLK3_HUMAN,5.27,Kd,Binding constant for DCAMKL3 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
184919,3584,1734,Alpha-1D adrenergic receptor,GPCR,P23944,Adra1d,ADA1D_RAT,9.0,Ki,In vitro binding affinity using [3H]prazosin as radioligand against adrenoceptor alpha 1d expressed in LTK cell,CHEMBL,=,,,,,,,,,,Rattus norvegicus
223243,5571,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,8.61,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
163281,786,192,Multidrug resistance-associated protein 6,Transporter,O95255,ABCC6,MRP6_HUMAN,,,,WOMBAT-PK,,,,,,,,Tbio,,,Homo sapiens
186241,537,3447,Bacterial penicillin-binding protein,Enzyme,P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,mrcA|mrcB|dacC|mrdA|ftsI|dacA|dacB,PBPA_ECOLI|PBPB_ECOLI|DACC_ECOLI|PBP2_ECOLI|FTSI_ECOLI|DACA_ECOLI|DACB_ECOLI,,,Mechanism of Action; CHEMBL2354204; PROTEIN FAMILY,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1541,INHIBITOR,,,,,Escherichia coli (strain K12)
184083,2706,2006,Carbonic anhydrase 2,Enzyme,P27139,Ca2,CAH2_RAT,5.85,IC50,Inhibition concentration against carbonic anhydrase II in rat determined in esterase assay,CHEMBL,=,,,,,,,,,,Rattus norvegicus
3197,720,119,Penicillin-binding protein 1A,Enzyme,Q8XJ01,pbpA,PBPA_CLOPE,,,,WOMBAT-PK,,,,,,,,,,,Clostridium perfringens (strain 13 / Type A)
215467,647,200,Glycine receptor subunit alpha-1,Ion channel,P23415,GLRA1,GLRA1_HUMAN,6.49,EC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
27489,2276,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,7.602,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
219561,607,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,5.48,Ki,Activity of compound against Muscarinic acetylcholine receptor M3 (CHRM3) by displacement of 3H-QNB,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
216358,2422,1749,5-hydroxytryptamine receptor 1A,GPCR,P19327,Htr1a,5HT1A_RAT,5.37,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
184572,1783,185,Solute carrier family 12 member 3,Transporter,P55017,SLC12A3,S12A3_HUMAN,,,Mechanism of Action; CHEMBL1876; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL878,INHIBITOR,,Tclin,,,Homo sapiens
25628,460,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,9.2,Ki,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201087,AGONIST,,Tclin,,,Homo sapiens
36558,1820,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,6.1,Ki,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
220487,1358,4394,Spike glycoprotein,Glycoprotein,P0DTC2,S,SPIKE_SARS2,10.14,Kd,Binding affinity of trimeric SARS-CoV-2 spike protein to immobilized heparin.,IUPHAR,=,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)
35138,945,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,5.781,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
220608,1805,5251,Glucocorticoid receptor,Nuclear hormone receptor,F1Q298,NR3C1,F1Q298_CANLF,7.7,IC50,Antagonist activity at GR in dog PBMC assessed as reduction in dexamethasone-induced FKBP5 gene expression incubated for 6 hrs by RT-qPCR method,CHEMBL,=,,,,,,,,,,Canis lupus familiaris
164007,873,353,Arachidonate 5-lipoxygenase,Enzyme,P09917,ALOX5,LOX5_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
162880,581,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,7.91,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1000,ANTAGONIST,,Tclin,,,Homo sapiens
184417,3275,376,Prothrombin,Enzyme,P00734,F2,THRB_HUMAN,6.65,Ki,compound was tested for inhibitory activity against Thrombin,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
34088,444,251,Acetylcholinesterase,Enzyme,P22303,ACHE,ACES_HUMAN,5.161,IC50,DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
222777,369,313,Amine oxidase [flavin-containing] A,Enzyme,P21397,MAOA,AOFA_HUMAN,5.38,Ki,Inhibition of monoamine oxidase (MAO) in human brain synaptosomes,IUPHAR,=,,,,,INHIBITOR,,Tclin,,,Homo sapiens
224165,1728,158,D(4) dopamine receptor,GPCR,P21917,DRD4,DRD4_HUMAN,4.58,Ki,Displacement of [3H]-N-methylspiperone from human dopamine D4 receptor expressed in HEK293 cell membranes incubated for 60 mins by microbeta scintillation counting analysis,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
218363,4468,2779,Glutamate NMDA receptor,Ion channel,P35439|Q00959|Q00960|Q00961|Q62645|Q8VHN2|Q9R1M7,Grin1|Grin2a|Grin2b|Grin2c|Grin2d|Grin3b|Grin3a,NMDZ1_RAT|NMDE1_RAT|NMDE2_RAT|NMDE3_RAT|NMDE4_RAT|NMD3B_RAT|NMD3A_RAT,6.161,Ki,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/23183107,,ANTAGONIST,,,2702.0,,Rattus norvegicus
218830,5347,908,Calcium/calmodulin-dependent protein kinase kinase 2,Kinase,Q96RR4,CAMKK2,KKCC2_HUMAN,5.4,Kd,Binding constant for CAMKK2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
222395,5280,721,Calcium/calmodulin-dependent protein kinase type II subunit delta,Kinase,Q13557,CAMK2D,KCC2D_HUMAN,5.52,Kd,Binding constant for CAMK2D kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
184987,1045,2222,Tyrosine-protein kinase Blk,Kinase,P51451,BLK,BLK_HUMAN,6.72,Kd,Binding constant for BLK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
164479,2245,128,Annexin A1,Cytosolic other,P04083,ANXA1,ANXA1_HUMAN,,,,WOMBAT-PK,,,,,,,,Tbio,,,Homo sapiens
182664,3424,2842,Opioid receptor,GPCR,P33533|P33535|P34975|Q9R0C9,Oprd1|Oprm1|Oprk1|Sigmar1,OPRD_RAT|OPRM_RAT|OPRK_RAT|SGMR1_RAT,7.9,IC50,Inhibition of [3H]-Naloxone binding to rat brain membrane without NaCl,CHEMBL,=,,,,,,,,,,Rattus norvegicus
36660,1893,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,4.909,Ki,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
28020,663,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.875,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
215402,5110,495,"Maltase-glucoamylase, intestinal",Enzyme,O43451,MGAM,MGA_HUMAN,5.82,IC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
222567,5280,2264,Ephrin type-A receptor 1,Kinase,P21709,EPHA1,EPHA1_HUMAN,7.17,Kd,Binding constant for EPHA1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
26451,3652,104,5-hydroxytryptamine receptor 6,GPCR,P50406,HTR6,5HT6R_HUMAN,5.9,Ki,,IUPHAR,=,,,,,AGONIST,,Tchem,,,Homo sapiens
163213,937,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,6.2,EC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL926,AGONIST,,Tclin,,,Homo sapiens
224190,4072,3413,Urease,Enzyme,P07374,,UREA_CANEN,5.07,IC50,Inhibition of jack bean urease,CHEMBL,=,,,,,,,,,,Canavalia ensiformis
185860,565,3447,Bacterial penicillin-binding protein,Enzyme,P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,mrcA|mrcB|dacC|mrdA|ftsI|dacA|dacB,PBPA_ECOLI|PBPB_ECOLI|DACC_ECOLI|PBP2_ECOLI|FTSI_ECOLI|DACA_ECOLI|DACB_ECOLI,,,Mechanism of Action; CHEMBL2354204; PROTEIN FAMILY,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2146124,INHIBITOR,,,,,Escherichia coli (strain K12)
222189,2846,5959,14-alpha sterol demethylase,Enzyme,G4WW85,cyp51A,G4WW85_ASPNG,7.25,Kd,Binding affinity to Aspergillus fumigatus CYP51 by spectral titration method,CHEMBL,=,,,,,,,,,,Aspergillus niger
27668,1752,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,9.237,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
222085,5280,2211,Serine/threonine-protein kinase LATS2,Kinase,Q9NRM7,LATS2,LATS2_HUMAN,5.4,Kd,Binding constant for LATS2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
218390,5345,894,Activated CDC42 kinase 1,Kinase,Q07912,TNK2,ACK1_HUMAN,7.15,IC50,,SCIENTIFIC LITERATURE,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212725s000lbl.pdf,,INHIBITOR,,Tclin,2709.0,,Homo sapiens
218956,704,170,Alpha-1D adrenergic receptor,GPCR,P25100,ADRA1D,ADA1D_HUMAN,6.22,Ki,DRUGMATRIX: Alpha-1D adrenergic receptor radioligand binding (ligand: prazosin),CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
189285,5052,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,9.097,Ki,,DRUG LABEL,=,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207533s000lbl.pdf,,,,Tclin,454.0,,Homo sapiens
220731,792,5507,Deoxyhypusine hydroxylase,Enzyme,Q9BU89,DOHH,DOHH_HUMAN,5.3,IC50,Inhibition of DOHH (unknown origin),CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
181671,56,1753,Carbonic anhydrase 4,Enzyme,Q95323,CA4,CAH4_BOVIN,7.15,Ki,Compound was evaluated for inhibition against bovine carbonic anhydrase IV,CHEMBL,=,,,,,,,,,,Bos taurus
37426,2405,161,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,5.391,IC50,DRUGMATRIX: Carbonic Anhydrase II enzyme inhibition (substrate: 4-Nitrophenyl acetate (4-NPA)),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
221273,2266,2586,Reverse transcriptase,Enzyme,Q9WKE8,reverse transcriptas,Q9WKE8_9HIV1,4.0,IC50,Inhibition of HIV1 reverse transcriptase assessed as reduction in [3H]dTTP incorporation using poly(rA)/oligo(dT) as template/primer after 30 mins by scintillation counting method,CHEMBL,=,,,,,,,,,,Human immunodeficiency virus 1
180964,2149,1734,Alpha-1D adrenergic receptor,GPCR,P23944,Adra1d,ADA1D_RAT,5.07,Ki,Binding affinity to Rattus norvegicus (rat) alpha1D adrenoreceptor by radioligand displacement assay,CHEMBL,=,,,,,,,,,,Rattus norvegicus
215660,1150,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,6.172,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
221894,5306,665,Mitogen-activated protein kinase 8,Kinase,P45983,MAPK8,MK08_HUMAN,6.13,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
164050,788,313,Amine oxidase [flavin-containing] A,Enzyme,P21397,MAOA,AOFA_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
95667,1744,2515,NH(3)-dependent NAD(+) synthetase,Enzyme,P18843,nadE,NADE_ECOLI,5.5,IC50,,WOMBAT-PK,=,,,,,,,,,,Escherichia coli (strain K12)
162595,1087,204,Voltage-dependent T-type calcium channel subunit alpha-1G,Ion channel,O43497,CACNA1G,CAC1G_HUMAN,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL696,BLOCKER,,Tclin,,,Homo sapiens
184394,3659,148,Adenosine receptor A3,GPCR,P0DMS8,ADORA3,AA3R_HUMAN,7.02,IC50,Inhibitory concentration against human Adenosine A3 receptor expressed in HEK293 cells using 0.1 nM [3H]AB-MECA,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
222579,4715,797,Abelson tyrosine-protein kinase 2,Kinase,P42684,ABL2,ABL2_HUMAN,6.04,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216891,484,3875,Beta-lactamase class B VIM-2,Unclassified,Q9K2N0,blaVIM-2,Q9K2N0_PSEAI,6.22,Kd,,CHEMBL,=,,,,,,,,,,Pseudomonas aeruginosa
164824,2337,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,6.83,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
183327,44,3555,"Dihydropteroate synthetase, putative",Unclassified,Q4Z710,,Q4Z710_PLABA,4.75,IC50,Inhibitory activity against dihydropteroic acid synthase (SYN) from Plasmodium berghei,CHEMBL,=,,,,,,,,,,Plasmodium berghei (strain Anka)
217648,837,1711,Alpha-1B adrenergic receptor,GPCR,P15823,Adra1b,ADA1B_RAT,6.42,Ki,Binding affinity towards Alpha-1B adrenergic receptor in rat liver using [3H]prazosin as radioligand,CHEMBL,=,,,,,,,,,,Rattus norvegicus
183122,3514,3452,Sorbitol dehydrogenase,Enzyme,Q00796,SORD,DHSO_HUMAN,4.45,IC50,In vitro inhibitory activity against sorbitol dehydrogenase (SD) from sheep liver,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
185887,3294,1953,D(1A) dopamine receptor,GPCR,Q61616,Drd1,DRD1_MOUSE,6.12,IC50,Binding affinity against Dopamine receptor D1 was determined using [3H]SCH-23390 radioligand,CHEMBL,=,,,,,,,,,,Mus musculus
36346,1762,1709,Arachidonate 15-lipoxygenase,Enzyme,P12530,ALOX15,LOX15_RABIT,5.672,IC50,DRUGMATRIX: Lipoxygenase 15-LO enzyme inhibition (substrate: Linoleic acid),DRUG MATRIX,=,,,,,,,,,,Oryctolagus cuniculus
169485,4112,92,Thyroid hormone receptor alpha,Nuclear hormone receptor,P10827,THRA,THA_HUMAN,4.229,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
219504,1557,214,Large neutral amino acids transporter small subunit 1,Transporter,Q01650,SLC7A5,LAT1_HUMAN,4.07,IC50,Cis-inhibition of human LAT1 expressed in TREx HEK293 cells at 200 uM assessed as inhibition of [3H]-gabapentin uptake preincubated for 3 mins at 37 degC followed by washing with choline buffer and measured after 3 hrs by scintillation counting analysis relative to BCH,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
181078,1920,2604,Neuronal acetylcholine receptor subunit alpha-4,Ion channel,P09482,CHRNA4,ACHA4_CHICK,8.72,Ki,Binding affinity to recombinant Gallus gallus (chicken) alpha4beta2 nicotinic acetylcholine receptor assessed as [3H]NIC binding by radioligand binding assay,CHEMBL,=,,,,,,,,,,Gallus gallus
186202,1282,769,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",Kinase,Q16816,PHKG1,PHKG1_HUMAN,5.43,Kd,Binding constant for full-length PHKG1,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
223996,1969,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,4.46,Ki,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor expressed in HEK293 cell membranes incubated for 60 mins by microbeta scintillation counting analysis,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
185216,2544,2228,MAP/microtubule affinity-regulating kinase 4,Kinase,Q96L34,MARK4,MARK4_HUMAN,5.44,Kd,Binding constant for MARK4 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
184704,1353,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,5.33,Ki,Binding affinity to human cloned 5HT2C receptor,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
181368,2551,1802,Choline O-acetyltransferase,Enzyme,P32738,Chat,CLAT_RAT,9.82,Ki,Inhibition constant determined against Acetylcholinesterase (AChE) receptor.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
184453,2179,2101,Peroxisome proliferator-activated receptor gamma,Transcription factor,O88275,Pparg,PPARG_RAT,6.15,IC50,Displacement of [3H]rosigliatzone from PPARgamma in rat adipocytes,CHEMBL,=,,,,,,,,,,Rattus norvegicus
219184,4718,4138,Glucagon-like peptide 2 receptor,GPCR,Q9Z0W0,Glp2r,GLP2R_RAT,10.1,EC50,Agonist activity at rat GLP2R expressed in HEK293 cells after 5 hrs by luciferase reporter gene assay,CHEMBL,=,,,,,,,,,,Rattus norvegicus
183343,2870,1852,Translocator protein,Membrane receptor,P16257,Tspo,TSPO_RAT,5.33,IC50,Displacement of Ro 5-4864 from peripheral (renal cell) Benzodiazepine receptor,CHEMBL,=,,,,,,,,,,Rattus norvegicus
26449,972,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,6.0,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tclin,,,Homo sapiens
180858,3977,3526,Tyrosinase,Enzyme,P11344,Tyr,TYRO_MOUSE,4.21,IC50,Inhibition of catecholase activity of tyrosinase in mouse B16 cells assessed as dopachrome formation,CHEMBL,=,,,,,,,,,,Mus musculus
182142,2303,2893,Adrenergic receptor beta,GPCR,P10608|P18090|P26255,Adrb2|Adrb1|Adrb3,ADRB2_RAT|ADRB1_RAT|ADRB3_RAT,8.62,Ki,Inhibitory activity against beta adrenergic receptor of rat frontal cortex homogenate using (1.0 nM) [3H]- dihydroalprenolol,CHEMBL,=,,,,,,,,,,Rattus norvegicus
182953,2046,2834,Serotonin 3 receptor (5HT3),Ion channel,O95264|P46098,HTR3B|HTR3A,5HT3B_HUMAN|5HT3A_HUMAN,9.74,Kd,Binding affinity to human wild type 5-HT3A/5-HT3B receptor expressed in HEK293 cells after 24 hrs by liquid scintillation counting analysis,CHEMBL,=,,,,,,,Tchem|Tclin|Tchem|Tclin,,,Homo sapiens
