id,descr,category,keyword
KW-0172,"Protein which, if defective, causes Cockayne's syndrome (CS), an autosomal recessive disease characterized by UV-sensitive skin (without pigmentation abnormalities), neurological dysfunction due to demyelination of neurons and calcification of basal ganglia (psychomotor retardation, deafness, optic atrophy, retinal pigmentation and hyperreflexes) and dysmorphic dwarfism (immature sexual development and microcephaly).",Disease,Cockayne syndrome
KW-0482,"Proteolytic enzyme which use a metal for its catalytic mechanism. Most metalloproteases are zinc-dependent, some use cobalt.",Molecular function,Metalloprotease
KW-0016,"Protein involved in the synthesis of alginate. Alginate is an exopolysaccharide in the cell walls of brown algae and in the capsular material of certain strains of Pseudomonas and Azotobacter, in which it provides a protective barrier against host immune defenses and antibiotics.",Biological process,Alginate biosynthesis
KW-0075,"Protein involved in the activation and proliferation of B-cells. B-cells are activated by the binding of antigen to receptors on its cell surface which causes the cell to divide and proliferate. Some stimulated B-cells become plasma cells, which secrete antibodies. Others become long-lived memory B-cells which can be stimulated at a later time to differentiate into plasma cells.",Biological process,B-cell activation
KW-0111,"Protein which contains at least one binding site for calcium and phospholipid. For example, proteins with annexin repeats, of which a pair may form one binding site for calcium and phospholipid, or some proteins with C2 domains.",Ligand,Calcium/phospholipid-binding
KW-1168,"Viral protein involved in the merging of the virion membrane with a host membrane during viral penetration into host cell. Viral fusion proteins drive this fusion reaction by undergoing a major conformational change that is triggered by interactions with the target cell. The specific trigger depends on the virus and can be exposure to low pH in the endocytic pathway or interaction of the virion with the host receptor(s). In prokaryotic viruses, host-virus membrane fusion can occur either at the host outer membrane or plasma membrane. Bacteriophages such as cystoviridae fuse their external envelope with the host outer membrane, whereas others like tectiviridae fuse their inner envelope with the host plasma membrane.",Biological process,Fusion of virus membrane with host membrane
KW-1113,"Viral protein involved in the evasion of host innate defense by inhibiting the DDX58/RIG-I-like receptor (RLR) pathway leading to the triggering of interferon-mediated response. This pathway starts with the recognition of viral RNA by host proteins including DDX58/RIG-I or IFIH1. Then, the signal is transmitted through MAVS and TRAFs leading to the activation and nuclear localization of transcription factors IRF3 and IRF7 to induce IFNalpha/beta transcription and protein production. Many viruses interact with components of this pathway to inhibit production of interferons and establishment of the antiviral state.",Biological process,Inhibition of host RLR pathway by virus
KW-0131,"Protein involved in the complex series of events by which the cell duplicates its contents and divides into two. The eukaryotic cell cycle can be divided in four phases termed G1 (first gap period), S (synthesis, phase during which the DNA is replicated), G2 (second gap period) and M (mitosis). The prokaryotic cell cycle typically involves a period of growth followed by DNA replication, partition of chromosomes, formation of septum and division into two similar or identical daughter cells.",Biological process,Cell cycle
KW-0174,"Protein involved in the biosynthesis of coenzyme M. Coenzyme M (2-mercaptoethanesulfonic acid) is the smallest known organic cofactor. CoM serves as a methyl group carrier in key reactions within the pathway of methane formation from C1 precursors. In the alkene metabolism pathway, it is involved in aliphatic epoxyde carboxylation.",Biological process,Coenzyme M biosynthesis
KW-0061,Protein involved in the synthesis of the polar amino acid asparagine (Asn).,Biological process,Asparagine biosynthesis
KW-0322,"Protein which, if defective, causes glycogen storage disease, a group of inherited metabolic disorders involving the enzymes responsible for the synthesis and degradation of glycogen. At least thirteen types of this disease have been described.",Disease,Glycogen storage disease
KW-1236,"Virion exolysin involved in breaking down host cell peptidoglycans (e.g. murein, pseudomurein) to reach the host cytoplasmic membrane during virus entry. Exolysins are usually part of the tail or the base plate of prokaryotic viruses. Exolysins can display various enzymatic activities such as lysozyme, transglycosylase, muramidase or even protease activity. Murein hydrolases for example are widespread in bacteriophages infecting Gram-positive or Gram-negative bacteria.",Biological process,Degradation of host peptidoglycans during virus entry
KW-1238,"Virion protein involved in breaking down host cell capsule to reach the host cell wall, and finally the host cytoplasmic membrane. Many prokaryotic viruses carry for example glycanase, polysaccharide lyase or deacetylase activities to specifically digest host capsule.",Biological process,Degradation of host capsule during virus entry
KW-0044,Protein with antibacterial activity.,Molecular function,Antibiotic
KW-0423,"Protein involved in the biochemical reactions with lactose, a disaccharide of glucose and galactose, found in milk.",Biological process,Lactose metabolism
KW-0999,"Protein found in or associated with the inner membrane of a mitochondrion, the membrane which separates the mitochondrial matrix from the intermembrane space.",Cellular component,Mitochondrion inner membrane
KW-0331,"Protein which, if defective, causes gangliosidosis. Gangliosidosis defines any of a group of autosomal recessive lysosomal storage diseases characterized by the accumulation of gangliosides GM1 or GM2 and related glycoconiugates, and by progressive psychomotor deterioration. Subtypes include GM1-gangliosidoses and GM2-gangliosidoses.",Disease,Gangliosidosis
KW-0789,"Protein which inhibits the activity of a thiol protease, a class of proteases that contains an active site cysteine residue (Cys), e.g. papain, cathepsins, etc.",Molecular function,Thiol protease inhibitor
KW-0614,"Protein encoded on a plasmid, a self-replicating circular DNA that is found in a variety of bacterial, archaeal, fungal, algal and plant species, and can be transferred from one organism to another. Plasmids often carry antibiotic-resistant genes and are widely used in molecular biology as vectors of genes and in cloning.",Technical term,Plasmid
